Parameter,Outcome,delta_raw_400,delta_400,delta_conf_400,S1_400,S1_conf_400,delta_400_norm,delta_raw_800,delta_800,delta_conf_800,S1_800,S1_conf_800,delta_800_norm,delta_raw_1200,delta_1200,delta_conf_1200,S1_1200,S1_conf_1200,delta_1200_norm,delta_raw_1600,delta_1600,delta_conf_1600,S1_1600,S1_conf_1600,delta_1600_norm,delta_raw_2000,delta_2000,delta_conf_2000,S1_2000,S1_conf_2000,delta_2000_norm,delta_raw_2400,delta_2400,delta_conf_2400,S1_2400,S1_conf_2400,delta_2400_norm,delta_raw_2800,delta_2800,delta_conf_2800,S1_2800,S1_conf_2800,delta_2800_norm,delta_raw_3200,delta_3200,delta_conf_3200,S1_3200,S1_conf_3200,delta_3200_norm,delta_raw_3600,delta_3600,delta_conf_3600,S1_3600,S1_conf_3600,delta_3600_norm,delta_raw_4000,delta_4000,delta_conf_4000,S1_4000,S1_conf_4000,delta_4000_norm
CCS potential,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.07115053862348437,0.07115053862348437,0.011117367862151329,0.0,0.0,0.0870519537009539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.0750613565995715,0.0750613565995715,0.006086518306030221,0.0,0.0,0.15428630719904188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.07308401054851596,0.07308401054851596,0.006631526848997141,0.0,0.0,0.1202919908699214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.08717696608232149,0.08717696608232149,0.007956194156810691,0.0,0.0,0.36257653594116646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.08651069352829,0.08651069352829,0.01980388838303523,0.0,0.0,0.3511220513045157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.08329503760448657,0.08329503760448657,0.008323055873450228,0.0,0.0,0.2958388475268916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.08408394608390106,0.08408394608390106,0.008717408008864051,0.0,0.0,0.3094016755354869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.084231879577403,0.084231879577403,0.008714039935026226,0.0,0.0,0.3119449319225479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.07910629841581351,0.07910629841581351,0.008007759867739342,0.0,0.0,0.22382650303922663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,Electricity generation_Carrier_sum 2050 Nuclear,,,,,,,0.08333986706940234,0.08333986706940234,0.006830205654821095,0.0,0.0,0.29660955076844026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.05571108064700564,0.05571108064700564,0.015388783294645802,0.0,0.0,0.0944983356079565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.07275120511987314,0.07275120511987314,0.018676364870677708,0.0,0.0,0.1906220048052554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.06526876457788477,0.06526876457788477,0.0175727888803099,0.0,0.0,0.1484134140997255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.09683093996458814,0.09683093996458814,0.015204491491636373,0.0,0.0,0.3264562512192167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.06534838087180649,0.06534838087180649,0.01974243120454396,0.0,0.0,0.14886253114178885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.07232707107621084,0.07232707107621084,0.01952826299553741,0.0,0.0,0.18822945652468245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.09432532387204046,0.09432532387204046,0.018255147905937325,0.0,0.0,0.31232202275163834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.1009513175711364,0.1009513175711364,0.018521504203725617,0.0,0.0,0.349699380378892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.07697810492764118,0.07697810492764118,0.01732725492478339,0.0,0.0,0.2144660277464592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.0855614823313377,0.0855614823313377,0.025150819396272825,0.0,0.0,0.26288502441882644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.06755984322800347,0.06755984322800347,0.018418479180741576,0.0,0.0,0.16133743273701098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.07836540688848827,0.07836540688848827,0.01742519745722602,0.0,0.0,0.2222918247336563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.15783078274516998,0.15783078274516998,0.025619212266615187,0.0,0.0,0.6705575350956472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.05770492014632569,0.05770492014632569,0.01882852875269011,0.0,0.0,0.10574562249076744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.03895908382161152,0.03895908382161152,0.016113543277356854,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.09432122677577208,0.09432122677577208,0.017698274641712343,0.0,0.0,0.31229891095295415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.0660042906724834,0.0660042906724834,0.01772455784085422,0.0,0.0,0.1525625309160818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.08345912281063528,0.08345912281063528,0.016118705200388085,0.0,0.0,0.2510255740126062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.1121529514789858,0.1121529514789858,0.020350775509445588,0.0,0.0,0.4128880122425751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.10360182852564144,0.10360182852564144,0.02302665467093186,0.0,0.0,0.3646509635436942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.09072677672816079,0.09072677672816079,0.01827818393051382,0.0,0.0,0.2920225492472077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.07849516009645188,0.07849516009645188,0.01726158696952927,0.0,0.0,0.22302376507009236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.0700319224039071,0.0700319224039071,0.019550602710955798,0.0,0.0,0.1752824788141365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.05455371120228853,0.05455371120228853,0.017093541784121584,0.0,0.0,0.0879695923572725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.07236609287238893,0.07236609287238893,0.017805091293221234,0.0,0.0,0.1884495792258564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.2162320137374655,0.2162320137374655,0.033131128784054435,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.08416227628617926,0.08416227628617926,0.0231972915789043,0.0,0.0,0.2549920762635576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.07024750080898273,0.07024750080898273,0.02123548539957741,0.0,0.0,0.176498560734698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.07944211598545149,0.07944211598545149,0.017913626698596193,0.0,0.0,0.22836556141457146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.0999782185395587,0.0999782185395587,0.019837394768513796,0.0,0.0,0.3442101100653726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,Electricity generation_Carrier_sum 2050 Solar PV,,,,,,,0.09634081234834067,0.09634081234834067,0.01772585496070024,0.0,0.0,0.32369143192909655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.09845566085694252,0.09845566085694252,0.0205180195816702,0.0,0.0,0.390631115310563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.053466135596161195,0.053466135596161195,0.01774276086544045,0.0,0.0,0.08225593400770126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.08476364953474778,0.08476364953474778,0.016965707071028988,0.0,0.0,0.29678090352441383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.0648699102542739,0.0648699102542739,0.02117914484917151,0.0,0.0,0.1604217083151275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.049299674162228635,0.049299674162228635,0.015190315314581208,0.0,0.0,0.05369743527643411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.046451250534276525,0.046451250534276525,0.016523183899520986,0.0,0.0,0.034173264981114296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.07970925751521721,0.07970925751521721,0.019243687129170677,0.0,0.0,0.262136193531059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.07649680413564493,0.07649680413564493,0.017260920910720855,0.0,0.0,0.2401168259647121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.07522032000040432,0.07522032000040432,0.01847113687053834,0.0,0.0,0.23136732206678606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.08796613058758,0.08796613058758,0.018944319442596145,0.0,0.0,0.31873191700058856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.15965335575884215,0.15965335575884215,0.01942641596098866,0.0,0.0,0.81010320689855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.04146563865197247,0.04146563865197247,0.01963401203134794,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.06814564170813708,0.06814564170813708,0.016359384074113404,0.0,0.0,0.18287480767835035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.05426519322513259,0.05426519322513259,0.021029154614692777,0.0,0.0,0.08773297649208353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.05531097947223457,0.05531097947223457,0.014974949064114194,0.0,0.0,0.09490119001922735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.04531059504219371,0.04531059504219371,0.017330307469083227,0.0,0.0,0.026354781853403366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.09400236296729504,0.09400236296729504,0.018235170360550966,0.0,0.0,0.3601065312844936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.0835524522482805,0.0835524522482805,0.018436000257180767,0.0,0.0,0.2884789003216044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.06148490900235381,0.06148490900235381,0.021057932087146864,0.0,0.0,0.13721963252702787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.09984944218158968,0.09984944218158968,0.02237038584033285,0.0,0.0,0.40018461840252134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.11908033439219,0.11908033439219,0.01861297737230473,0.0,0.0,0.5320004096935956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.05963398362141824,0.05963398362141824,0.021808771818867218,0.0,0.0,0.12453269158654098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.07415414793567632,0.07415414793567632,0.019546161987658666,0.0,0.0,0.2240593764537846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.06744285999486331,0.06744285999486331,0.017613742288424123,0.0,0.0,0.17805767664638417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.05908091061681528,0.05908091061681528,0.020802320078538366,0.0,0.0,0.12074172053095547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.18735781152627445,0.18735781152627445,0.027705784992265746,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.14959831746895344,0.14959831746895344,0.0262336801741479,0.0,0.0,0.7411821805556772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.07778281241358286,0.07778281241358286,0.02174708908665231,0.0,0.0,0.24893161193027538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.0836469588843688,0.0836469588843688,0.020642988774961644,0.0,0.0,0.28912668446400464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.05925190900620441,0.05925190900620441,0.01941483623897908,0.0,0.0,0.12191380801186824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,Electricity generation_Carrier_sum 2050 Wind offshore,,,,,,,0.048196101131828026,0.048196101131828026,0.015754925134471656,0.0,0.0,0.04613312933281486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.09296420912231466,0.09296420912231466,0.010076508088281649,0.0,0.0,0.07148538482685074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.07652255502743424,0.07652255502743424,0.00998890220156527,0.0,0.0,0.004853984576514494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.07532480839312825,0.07532480839312825,0.008690898465506143,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.0903243285389276,0.0903243285389276,0.010350933818778501,0.0,0.0,0.06078701234256855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.07899036502484254,0.07899036502484254,0.008947386939336504,0.0,0.0,0.014855024297347358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.08598603006809123,0.08598603006809123,0.00874708872709672,0.0,0.0,0.04320563639659671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.07643340075875824,0.07643340075875824,0.009700744300127932,0.0,0.0,0.004492678242863629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.0801050917963105,0.0801050917963105,0.009535082330657411,0.0,0.0,0.019372562815724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.0875571378109612,0.0875571378109612,0.008328050117346818,0.0,0.0,0.04957270313133403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.10701179948642342,0.10701179948642342,0.015576822192247979,0.0,0.0,0.12841460926511153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.0923875890559263,0.0923875890559263,0.012789187793638508,0.0,0.0,0.06914857599884709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.09003885509770596,0.09003885509770596,0.010107395845886907,0.0,0.0,0.05963010349306274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.08368839917417625,0.08368839917417625,0.008274235946376546,0.0,0.0,0.033894264022715115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.09909343273845855,0.09909343273845855,0.009817246011508423,0.0,0.0,0.09632465888251059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.10857532326204149,0.10857532326204149,0.009736786725557918,0.0,0.0,0.13475094123590536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.10194744451318902,0.10194744451318902,0.011292660780300615,0.0,0.0,0.10789081881896441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.10626162396526023,0.10626162396526023,0.014287608136690902,0.0,0.0,0.12537445009863246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.08141305726324406,0.08141305726324406,0.00973512164894193,0.0,0.0,0.02467321991737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.09297647347049225,0.09297647347049225,0.009523201677976113,0.0,0.0,0.07153508728911603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.10584927095497199,0.10584927095497199,0.013178662430136172,0.0,0.0,0.12370334947126294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.09027577924685022,0.09027577924685022,0.009669039794361109,0.0,0.0,0.060590261620675795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.1075037660816421,0.1075037660816421,0.008859035774964169,0.0,0.0,0.1304083516785356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.09799745726724382,0.09799745726724382,0.008333049555071846,0.0,0.0,0.09188311182978438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.09205003674505513,0.09205003674505513,0.010375141933467686,0.0,0.0,0.06778061247149822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.09785168815638125,0.09785168815638125,0.010718270738529916,0.0,0.0,0.09129236834899043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.32208015246677246,0.32208015246677246,0.04334408013125768,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.08282110317231436,0.08282110317231436,0.01068634909172708,0.0,0.0,0.030379462731914924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.12748945976889295,0.12748945976889295,0.016337475233619617,0.0,0.0,0.21140231662093667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.0874822492621451,0.0874822492621451,0.011348886181192066,0.0,0.0,0.04926921001309077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,Electricity generation_Carrier_sum 2050 Wind onshore,,,,,,,0.08850087734706776,0.08850087734706776,0.010962825261650003,0.0,0.0,0.05339729926986751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
