Parameter,Outcome,S1_400,S1_conf_400,delta_400,delta_conf_400,delta_raw_400,S1_800,S1_conf_800,delta_800,delta_conf_800,delta_raw_800,S1_1200,S1_conf_1200,delta_1200,delta_conf_1200,delta_raw_1200,S1_1600,S1_conf_1600,delta_1600,delta_conf_1600,delta_raw_1600,S1_2000,S1_conf_2000,delta_2000,delta_conf_2000,delta_raw_2000,S1_2400,S1_conf_2400,delta_2400,delta_conf_2400,delta_raw_2400,S1_2800,S1_conf_2800,delta_2800,delta_conf_2800,delta_raw_2800,S1_3200,S1_conf_3200,delta_3200,delta_conf_3200,delta_raw_3200,S1_3600,S1_conf_3600,delta_3600,delta_conf_3600,delta_raw_3600,S1_4000,S1_conf_4000,delta_4000,delta_conf_4000,delta_raw_4000
Bunker Emission Reduction,Electricity generation_Carrier_sum 2050 Wind offshore,0.0,0.0,0.1106792812119675,0.0245903979708142,0.1106792812119675,0.0,0.0,0.0592519090062044,0.019414836238979,0.0592519090062044,0.0,0.0,0.0563895648992696,0.0141899902825628,0.0563895648992696,0.0,0.0,0.0653933744520197,0.0126265971414736,0.0653933744520197,0.0,0.0,0.0559008209055966,0.0123253472304947,0.0559008209055966,0.0,0.0,0.0700244723201306,0.0110838925671079,0.0700244723201306,0.0,0.0,0.0589952265882935,0.0112799850936514,0.0589952265882935,0.0,0.0,0.0905152748789233,0.0104665230006604,0.0905152748789233,0.0,0.0,0.0668183142152242,0.0083246586503259,0.0668183142152242,0.0,0.0,0.0660053195638794,0.0089435840699155,0.0660053195638794
Bunker Emission Reduction,Electricity generation_Carrier_sum 2050 Wind onshore,0.0,0.0,0.0911496689851662,0.0152283401500028,0.0911496689851662,0.0,0.0,0.0885008773470677,0.01096282526165,0.0885008773470677,0.0,0.0,0.0883668296757129,0.0098665060992032,0.0883668296757129,0.0,0.0,0.108660450453145,0.0087869348088308,0.108660450453145,0.0,0.0,0.1265412567234316,0.0058914928482897,0.1265412567234316,0.0,0.0,0.1189520805863911,0.0065122324585876,0.1189520805863911,0.0,0.0,0.1177499977318366,0.0058921561835162,0.1177499977318366,0.0,0.0,0.1234000049144827,0.0059028120126074,0.1234000049144827,0.0,0.0,0.1220581479758755,0.0046005787293954,0.1220581479758755,0.0,0.0,0.123955688686532,0.0045357966701664,0.123955688686532
Bunker Emission Reduction,Flexibility Capacity 2050,0.0,0.0,0.113203631969476,0.0241286368108186,0.113203631969476,0.0,0.0,0.0988836011218441,0.0190353762860448,0.0988836011218441,0.0,0.0,0.1121239264880026,0.0137216851997339,0.1121239264880026,0.0,0.0,0.0926253056957737,0.0139776302561819,0.0926253056957737,0.0,0.0,0.0907932451777197,0.0128932103437105,0.0907932451777197,0.0,0.0,0.0878655141446973,0.009250160638308,0.0878655141446973,0.0,0.0,0.1043143986078852,0.0100202541479387,0.1043143986078852,0.0,0.0,0.0883669563315219,0.0092854027218204,0.0883669563315219,0.0,0.0,0.1071346466198983,0.0085261319800165,0.1071346466198983,0.0,0.0,0.0855293186264615,0.0083412849585745,0.0855293186264615
Bunker Emission Reduction,Hourly Flexibility Capacity 2050,0.0,0.0,0.0888433316570657,0.0226828556843743,0.0888433316570657,0.0,0.0,0.0774626043289694,0.0135196489784903,0.0774626043289694,0.0,0.0,0.0684377350648276,0.0123321073754065,0.0684377350648276,0.0,0.0,0.085343304954748,0.010542075127432,0.085343304954748,0.0,0.0,0.0837251484605811,0.0094125420706794,0.0837251484605811,0.0,0.0,0.0849427709694976,0.0088214824939667,0.0849427709694976,0.0,0.0,0.0937778701768151,0.0077548316508603,0.0937778701768151,0.0,0.0,0.0873969327192384,0.0063511268096651,0.0873969327192384,0.0,0.0,0.0659605816823466,0.0078245838685654,0.0659605816823466,0.0,0.0,0.0736148415490641,0.0066449120518748,0.0736148415490641
Bunker Emission Reduction,Hydrogen Imports 2050,0.0,0.0,0.0779526717337998,0.0125130154537443,0.0779526717337998,0.0,0.0,0.0753212751078871,0.0087359254306789,0.0753212751078871,0.0,0.0,0.0856465413834175,0.0080077487799109,0.0856465413834175,0.0,0.0,0.0919421945785438,0.0063430054467124,0.0919421945785438,0.0,0.0,0.1069406309478621,0.0054109795135358,0.1069406309478621,0.0,0.0,0.1129334410685967,0.0053915413939164,0.1129334410685967,0.0,0.0,0.1157909113009699,0.0055567387890299,0.1157909113009699,0.0,0.0,0.1160499861742338,0.0048423963985906,0.1160499861742338,0.0,0.0,0.117340182215636,0.0047211503391176,0.117340182215636,0.0,0.0,0.1174544840063868,0.0047227651776184,0.1174544840063868
Bunker Emission Reduction,Hydrogen Production 2050,0.0,0.0,0.0851814478144049,0.0242931121559411,0.0851814478144049,0.0,0.0,0.0860300368492869,0.0182266433764789,0.0860300368492869,0.0,0.0,0.1191111778722831,0.0145136777985276,0.1191111778722831,0.0,0.0,0.1086849656155312,0.0110412911207049,0.1086849656155312,0.0,0.0,0.1118677765506655,0.0109150173614466,0.1118677765506655,0.0,0.0,0.1192413510317524,0.0079881571237547,0.1192413510317524,0.0,0.0,0.11460466059017,0.0081268285030998,0.11460466059017,0.0,0.0,0.1195172760843032,0.008053110208011,0.1195172760843032,0.0,0.0,0.12313788316289,0.0075803043602581,0.12313788316289,0.0,0.0,0.1173240450160587,0.0074252681579786,0.1173240450160587
Bunker Emission Reduction,Methanol Production 2050,0.0,0.0,0.1365281171132345,0.0344315918456741,0.1365281171132345,0.0,0.0,0.1655995899906871,0.021342931643654,0.1655995899906871,0.0,0.0,0.1631351600081406,0.0173322630294148,0.1631351600081406,0.0,0.0,0.1572270674212572,0.0162643000364526,0.1572270674212572,0.0,0.0,0.1409182794671403,0.0126343446603554,0.1409182794671403,0.0,0.0,0.1497374195686262,0.0136833710340173,0.1497374195686262,0.0,0.0,0.1579872307944553,0.0112505173653245,0.1579872307944553,0.0,0.0,0.1787819095530695,0.00964452682887,0.1787819095530695,0.0,0.0,0.1677777839087315,0.010202935609266,0.1677777839087315,0.0,0.0,0.1536721728936714,0.0088444048062428,0.1536721728936714
Bunker Emission Reduction,Shedding Flexibility Capacity 2050,0.0,0.0,0.1158386753756179,0.0269352186517409,0.1158386753756179,0.0,0.0,0.0799134691588715,0.0142826991193007,0.0799134691588715,0.0,0.0,0.093505899435194,0.0134874824752809,0.093505899435194,0.0,0.0,0.0677740858694838,0.0102581492397977,0.0677740858694838,0.0,0.0,0.0949959881044533,0.0101109858712368,0.0949959881044533,0.0,0.0,0.0908039447200736,0.0096794781038607,0.0908039447200736,0.0,0.0,0.0966989074195078,0.0068036326455144,0.0966989074195078,0.0,0.0,0.0750359185125099,0.0067817211107012,0.0750359185125099,0.0,0.0,0.0816739393440351,0.0073392955800907,0.0816739393440351,0.0,0.0,0.0930482981938564,0.006957458712207,0.0930482981938564
Bunker Emission Reduction,Storage Flexibility Capacity 2050,0.0,0.0,0.0652655350427993,0.0272522131111184,0.0652655350427993,0.0,0.0,0.0828644764223427,0.0182084665378056,0.0828644764223427,0.0,0.0,0.0696203285268355,0.0141933052969727,0.0696203285268355,0.0,0.0,0.0901638879661054,0.0127986283116481,0.0901638879661054,0.0,0.0,0.0773960187521402,0.0120923266849478,0.0773960187521402,0.0,0.0,0.0854701580532033,0.0115022085477399,0.0854701580532033,0.0,0.0,0.0514635196850201,0.0097808728101699,0.0514635196850201,0.0,0.0,0.070813038305505,0.010196104760836,0.070813038305505,0.0,0.0,0.0743168238851179,0.0090805080381174,0.0743168238851179,0.0,0.0,0.0631246907064016,0.0078939801425966,0.0631246907064016
Bunker Emission Reduction,SynFuel Production 2050,0.0,0.0,0.2032764548441432,0.0315891204721579,0.2032764548441432,0.0,0.0,0.2614208374962007,0.0209991561222101,0.2614208374962007,0.0,0.0,0.2200024551059852,0.0194618929794548,0.2200024551059852,0.0,0.0,0.247370590690776,0.0163559731620116,0.247370590690776,0.0,0.0,0.2413277295615078,0.0133321203251862,0.2413277295615078,0.0,0.0,0.2142613157304389,0.0137721310059883,0.2142613157304389,0.0,0.0,0.2557535153634863,0.012315097323044,0.2557535153634863,0.0,0.0,0.2746035780460444,0.0126127083817446,0.2746035780460444,0.0,0.0,0.2547070559096442,0.0113574597432372,0.2547070559096442,0.0,0.0,0.2690438783569744,0.0119682038464596,0.2690438783569744
Bunker Emission Reduction,Weekly Flexibility Capacity 2050,0.0,0.0,0.0652830655453474,0.0240829687445852,0.0652830655453474,0.0,0.0,0.0979123352738563,0.0142201617424383,0.0979123352738563,0.0,0.0,0.1158340444686214,0.0136437452098465,0.1158340444686214,0.0,0.0,0.1160815661098458,0.0105557549853072,0.1160815661098458,0.0,0.0,0.1003690788774568,0.0085867543652467,0.1003690788774568,0.0,0.0,0.1190392380234816,0.0078027333631047,0.1190392380234816,0.0,0.0,0.105588259400465,0.0081590005108518,0.105588259400465,0.0,0.0,0.120077185675817,0.0071136658215002,0.120077185675817,0.0,0.0,0.1089712884358316,0.0060489491236096,0.1089712884358316,0.0,0.0,0.1073558185670745,0.0061106685008913,0.1073558185670745
Bunker Emission Reduction,comPrices 2050 Ammonia,0.0,0.0,0.0465182409555941,0.0200233283956244,0.0465182409555941,0.0,0.0,0.0597673738424309,0.0162022998645437,0.0597673738424309,0.0,0.0,0.0595583807974405,0.222266161613671,-0.0595583807974405,0.0,0.0,0.1151582650782987,0.024506088072552,0.1151582650782987,0.0,0.0,0.0773853617183554,0.0104966341626943,0.0773853617183554,0.0,0.0,0.1846922174819766,0.1350449379858075,0.1846922174819766,0.0,0.0,0.1279022061818182,0.1153779862110391,0.1279022061818182,0.0,0.0,0.0935653096558018,0.0085170678074658,0.0935653096558018,0.0,0.0,0.1063880169752766,0.0974694877717408,0.1063880169752766,0.0,0.0,0.2023970451995839,0.0962329026762345,0.2023970451995839
Bunker Emission Reduction,comPrices 2050 Bio Kerosene,0.0,0.0,0.0656078034519059,0.0305040829007422,0.0656078034519059,0.0,0.0,0.1174072732799836,0.0217338299596481,0.1174072732799836,0.0,0.0,0.0057309705938742,0.1496849299377618,-0.0057309705938742,0.0,0.0,0.1042833985636796,0.0181212723152401,0.1042833985636796,0.0,0.0,0.1106007477966807,0.0128617041900739,0.1106007477966807,0.0,0.0,0.1056974515605714,0.0130270588218531,0.1056974515605714,0.0,0.0,0.1461879080079383,0.0670783662221901,0.1461879080079383,0.0,0.0,0.0493569764248853,0.0601560630416259,0.0493569764248853,0.0,0.0,0.0866182405010743,0.0536395155399239,0.0866182405010743,0.0,0.0,0.1340273116893054,0.0479841934907595,0.1340273116893054
Bunker Emission Reduction,comPrices 2050 Methanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,comPrices 2050 Syn Kerosene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,techStocks 2050 EPB01_02,0.0,0.0,0.0815717637649951,0.0229043340785893,0.0815717637649951,0.0,0.0,0.0418814054981479,0.015351250906267,0.0418814054981479,0.0,0.0,0.0408600415293896,0.0156394007067207,0.0408600415293896,0.0,0.0,0.0617446807736356,0.0129727585755393,0.0617446807736356,0.0,0.0,0.0588267618302854,0.0103095137694738,0.0588267618302854,0.0,0.0,0.047954184427235,0.0096118126253358,0.047954184427235,0.0,0.0,0.0555921590201265,0.0089161919754381,0.0555921590201265,0.0,0.0,0.0640142163087077,0.0073444744830868,0.0640142163087077,0.0,0.0,0.051692817722196,0.0071610061215236,0.051692817722196,0.0,0.0,0.0539126110182676,0.0074894666003554,0.0539126110182676
Bunker Emission Reduction,techStocks 2050 Hyd03_01,0.0,0.0,0.10137837497874,0.0231636495638949,0.10137837497874,0.0,0.0,0.0438673777650819,0.015757119674909,0.0438673777650819,0.0,0.0,0.0482461123463757,0.0150394917378204,0.0482461123463757,0.0,0.0,0.0436132310489671,0.0116485820227992,0.0436132310489671,0.0,0.0,0.0727193991165472,0.0096948608416274,0.0727193991165472,0.0,0.0,0.060503260587055,0.0106572425348325,0.060503260587055,0.0,0.0,0.0510626809824037,0.0094448607197047,0.0510626809824037,0.0,0.0,0.0562972107719234,0.0101435234150431,0.0562972107719234,0.0,0.0,0.0435102112951332,0.0078803998723229,0.0435102112951332,0.0,0.0,0.0487485043363685,0.0065965598537396,0.0487485043363685
Bunker Emission Reduction,techUseNet 2050 PEU01_03,0.0,0.0,0.0800540092970139,0.0226472877797744,0.0800540092970139,0.0,0.0,0.084426632124409,0.014102035765145,0.084426632124409,0.0,0.0,0.0732038436953243,0.008877840757789,0.0732038436953243,0.0,0.0,0.0654461930591076,0.00976241402691,0.0654461930591076,0.0,0.0,0.0861320420391182,0.0074689632240922,0.0861320420391182,0.0,0.0,0.0738280058794811,0.0071533247563598,0.0738280058794811,0.0,0.0,0.1017164451419341,0.0072270235672774,0.1017164451419341,0.0,0.0,0.0719406277275303,0.0056029375566411,0.0719406277275303,0.0,0.0,0.0770554276309502,0.0056343348067327,0.0770554276309502,0.0,0.0,0.0713459826120677,0.0057439976971792,0.0713459826120677
Bunker Emission Reduction,techUseNet 2050 PNL04_01,0.0,0.0,0.1041257321539949,0.0208189738739578,0.1041257321539949,0.0,0.0,0.0782933984369445,0.0074942837025455,0.0782933984369445,0.0,0.0,0.0938399379830918,0.0065560960878499,0.0938399379830918,0.0,0.0,0.0916435062309594,0.0074670732144075,0.0916435062309594,0.0,0.0,0.104554787140922,0.0058576535519718,0.104554787140922,0.0,0.0,0.1042614805792284,0.005743405916727,0.1042614805792284,0.0,0.0,0.1183953643535652,0.0045963610060059,0.1183953643535652,0.0,0.0,0.1103938662121797,0.0038631716484239,0.1103938662121797,0.0,0.0,0.1156179421239428,0.0040726173193842,0.1156179421239428,0.0,0.0,0.1125174563701754,0.0038597008560712,0.1125174563701754
Bunker Emission Reduction,totalCosts,0.0,0.0,0.1398422111214238,0.0244841487985253,0.1398422111214238,0.0,0.0,0.0965899556281294,0.0207186323252089,0.0965899556281294,0.0,0.0,0.0761351364950735,0.0154930346167984,0.0761351364950735,0.0,0.0,0.0990691836878792,0.0156145709918564,0.0990691836878792,0.0,0.0,0.0860083007865931,0.0132433901411964,0.0860083007865931,0.0,0.0,0.0875692747300143,0.0118950665622891,0.0875692747300143,0.0,0.0,0.1008794577102549,0.0114393337788515,0.1008794577102549,0.0,0.0,0.1031378712720066,0.0091293002273707,0.1031378712720066,0.0,0.0,0.095002238160244,0.0085830226615052,0.095002238160244,0.0,0.0,0.1074074921339069,0.009361095051632,0.1074074921339069
Bunker aviation,BioEnergy Imports 2050,0.0,0.0,0.0704133852932182,0.0258974008170706,0.0704133852932182,0.0,0.0,0.0586667714442223,0.0143950689251702,0.0586667714442223,0.0,0.0,0.0714598412643057,0.013059642252641,0.0714598412643057,0.0,0.0,0.0671941255751691,0.011631010282388,0.0671941255751691,0.0,0.0,0.0836800753005992,0.0119235332441719,0.0836800753005992,0.0,0.0,0.0858083031252221,0.0102411047697386,0.0858083031252221,0.0,0.0,0.0790335529671189,0.0097525784174478,0.0790335529671189,0.0,0.0,0.0629368112940118,0.0092446263016955,0.0629368112940118,0.0,0.0,0.060728283287199,0.0084098925156465,0.060728283287199,0.0,0.0,0.0511876087070957,0.0080594503471922,0.0511876087070957
Bunker aviation,BioFuel Imports 2050,0.0,0.0,0.0875738647095887,0.0195212408442198,0.0875738647095887,0.0,0.0,0.0658745101383091,0.0099196319359748,0.0658745101383091,0.0,0.0,0.0758876362986774,0.0084777625407203,0.0758876362986774,0.0,0.0,0.077106876598262,0.0066774848887063,0.077106876598262,0.0,0.0,0.0729049659407708,0.006504837023745,0.0729049659407708,0.0,0.0,0.0832565840584239,0.0058455189998185,0.0832565840584239,0.0,0.0,0.0818738787840273,0.0053952995587276,0.0818738787840273,0.0,0.0,0.0709726284527706,0.0047503247568817,0.0709726284527706,0.0,0.0,0.0726900798336437,0.0046184614804728,0.0726900798336437,0.0,0.0,0.0795773920092584,0.0044938345445578,0.0795773920092584
Bunker aviation,BioFuel Production 2050,0.0,0.0,0.0881031049723646,0.0235274861604408,0.0881031049723646,0.0,0.0,0.0759826434755625,0.018399029460737,0.0759826434755625,0.0,0.0,0.0841827805965565,0.0161152780675303,0.0841827805965565,0.0,0.0,0.0609156382908693,0.011618963408324,0.0609156382908693,0.0,0.0,0.0832783470658327,0.013457847405034,0.0832783470658327,0.0,0.0,0.0996136415613882,0.010830801584922,0.0996136415613882,0.0,0.0,0.0781311467911193,0.0102225770732515,0.0781311467911193,0.0,0.0,0.0727613325950712,0.0098897791401623,0.0727613325950712,0.0,0.0,0.1056184022139121,0.0092878677828838,0.1056184022139121,0.0,0.0,0.0615122975192796,0.0077619994306001,0.0615122975192796
Bunker aviation,Biomass Imports 2050,0.0,0.0,0.1058990164639957,0.0270156605541226,0.1058990164639957,0.0,0.0,0.0825464726202636,0.0162484331889187,0.0825464726202636,0.0,0.0,0.0897552999688314,0.0136800917817969,0.0897552999688314,0.0,0.0,0.0576683742727489,0.013347167528188,0.0576683742727489,0.0,0.0,0.0538522794162241,0.0104273216981325,0.0538522794162241,0.0,0.0,0.0667336304939275,0.0104609105963538,0.0667336304939275,0.0,0.0,0.0855592804737597,0.0097946384260349,0.0855592804737597,0.0,0.0,0.0580952521388739,0.0087074342853555,0.0580952521388739,0.0,0.0,0.0615291807815908,0.0075407917394024,0.0615291807815908,0.0,0.0,0.0569749366103592,0.0078938358410481,0.0569749366103592
Bunker aviation,CO2 Storage 2050,0.0,0.0,0.0860651860598616,0.023546540941439,0.0860651860598616,0.0,0.0,0.0623832542473793,0.0166410806171343,0.0623832542473793,0.0,0.0,0.0870922563447543,0.0122950689454663,0.0870922563447543,0.0,0.0,0.0586696979066682,0.0115989729188168,0.0586696979066682,0.0,0.0,0.0402865345566226,0.0101087593281552,0.0402865345566226,0.0,0.0,0.050166301817823,0.0094605600585644,0.050166301817823,0.0,0.0,0.0711140358325312,0.0098913558396707,0.0711140358325312,0.0,0.0,0.049613195819158,0.009066498801171,0.049613195819158,0.0,0.0,0.0510583195159242,0.0074206260414644,0.0510583195159242,0.0,0.0,0.0512838126852668,0.0077205525675559,0.0512838126852668
Bunker aviation,CO2_Price 2050,0.0,0.0,0.0980231809563707,0.0337214580501043,0.0980231809563707,0.0,0.0,0.0641689887235761,0.0167747893657564,0.0641689887235761,0.0,0.0,0.0319210175240039,0.1114851618651465,0.0319210175240039,0.0,0.0,0.0379401216090532,0.0651031225774746,0.0379401216090532,0.0,0.0,0.0623503288338599,0.0452308082962472,0.0623503288338599,0.0,0.0,0.1058964294307864,0.0322563721041098,0.1058964294307864,0.0,0.0,0.0857663924071857,0.0239709612919233,0.0857663924071857,0.0,0.0,0.1023032378914214,0.025122758172462,0.1023032378914214,0.0,0.0,0.0999307356112689,0.0242907823861385,0.0999307356112689,0.0,0.0,0.0822208580698972,0.0223116272180354,0.0822208580698972
Bunker aviation,DR Flexibility Capacity 2050,0.0,0.0,0.0606653351272578,0.0243002175801806,0.0606653351272578,0.0,0.0,0.0270561053434871,0.0157941403594635,0.0270561053434871,0.0,0.0,0.0486991141513691,0.0121847661974112,0.0486991141513691,0.0,0.0,0.0701038852213646,0.0111920420667377,0.0701038852213646,0.0,0.0,0.0632934859992422,0.0103871807833557,0.0632934859992422,0.0,0.0,0.0569933774210208,0.0097347554994733,0.0569933774210208,0.0,0.0,0.0454475102177971,0.0096688792662468,0.0454475102177971,0.0,0.0,0.0330600412747955,0.007996836013627,0.0330600412747955,0.0,0.0,0.059905636176806,0.0077817523669578,0.059905636176806,0.0,0.0,0.04886938821348,0.0081903482313943,0.04886938821348
Bunker aviation,Daily Flexibility Capacity 2050,0.0,0.0,0.0561580509124699,0.0241872131410866,0.0561580509124699,0.0,0.0,0.0612421166888877,0.0198749129418519,0.0612421166888877,0.0,0.0,0.0571065825844123,0.0146894179404985,0.0571065825844123,0.0,0.0,0.0732713999102749,0.013934433744707,0.0732713999102749,0.0,0.0,0.066063982810033,0.0123861830174017,0.066063982810033,0.0,0.0,0.0712176806117187,0.0114827566740225,0.0712176806117187,0.0,0.0,0.0703936643539191,0.0087988081717983,0.0703936643539191,0.0,0.0,0.0745197131818902,0.0092367447211731,0.0745197131818902,0.0,0.0,0.0674735431359722,0.0081599947350008,0.0674735431359722,0.0,0.0,0.0660345493379825,0.0086424341148528,0.0660345493379825
Bunker aviation,Electricity capacity_Carrier_sum 2050 Nuclear,0.0,0.0,0.0799064027254715,0.0109869563927018,0.0799064027254715,0.0,0.0,0.0663208443428431,0.0076101027680864,0.0663208443428431,0.0,0.0,0.0847493769652121,0.0062659241402003,0.0847493769652121,0.0,0.0,0.0934838136097299,0.0050003288587445,0.0934838136097299,0.0,0.0,0.0980590214854055,0.0047898279397285,0.0980590214854055,0.0,0.0,0.0980877907707389,0.0045114077045047,0.0980877907707389,0.0,0.0,0.1046493860328015,0.0041358023833166,0.1046493860328015,0.0,0.0,0.0969563096940951,0.0041371537518437,0.0969563096940951,0.0,0.0,0.1112924044926681,0.0035251824929815,0.1112924044926681,0.0,0.0,0.1063533526197251,0.0032326456676973,0.1063533526197251
Bunker aviation,Electricity capacity_Carrier_sum 2050 Solar PV,0.0,0.0,0.0802888131126792,0.0214980934717447,0.0802888131126792,0.0,0.0,0.0742896248131662,0.0175453017375573,0.0742896248131662,0.0,0.0,0.0814457627734118,0.0118869208755588,0.0814457627734118,0.0,0.0,0.0681172938671337,0.0116788442407241,0.0681172938671337,0.0,0.0,0.0667778035492443,0.0095710178855328,0.0667778035492443,0.0,0.0,0.0817489444000476,0.0084970294329693,0.0817489444000476,0.0,0.0,0.0737745734947696,0.0077050436999465,0.0737745734947696,0.0,0.0,0.05860551216601,0.006672593827792,0.05860551216601,0.0,0.0,0.0680961947846531,0.0069192972851805,0.0680961947846531,0.0,0.0,0.0688984038578262,0.006443507670687,0.0688984038578262
Bunker aviation,Electricity capacity_Carrier_sum 2050 Wind offshore,0.0,0.0,0.0753358681377905,0.0261505044105524,0.0753358681377905,0.0,0.0,0.1089265044653696,0.0224104031012563,0.1089265044653696,0.0,0.0,0.0615737091130882,0.0129247510858458,0.0615737091130882,0.0,0.0,0.0707078884340691,0.0121091824067538,0.0707078884340691,0.0,0.0,0.0639629466712336,0.0106676137884329,0.0639629466712336,0.0,0.0,0.0726297048441877,0.011201082693919,0.0726297048441877,0.0,0.0,0.0803787785872682,0.0100766098290249,0.0803787785872682,0.0,0.0,0.0705661183124719,0.0090411532674717,0.0705661183124719,0.0,0.0,0.06452142529411,0.0091964997947694,0.06452142529411,0.0,0.0,0.0694555334461387,0.0087245083209913,0.0694555334461387
Bunker aviation,Electricity capacity_Carrier_sum 2050 Wind onshore,0.0,0.0,0.0883085844549297,0.0062182509142217,0.0883085844549297,0.0,0.0,0.0844692540739157,0.0016407286918914,0.0844692540739157,0.0,0.0,0.0916384411118483,0.0008381299793342,0.0916384411118483,0.0,0.0,0.1006975391683746,0.001087082696653,0.1006975391683746,0.0,0.0,0.1162886117149557,0.0011027548563755,0.1162886117149557,0.0,0.0,0.1218155034260617,0.0010340875188503,0.1218155034260617,0.0,0.0,0.1250727681112112,0.0009785325347014,0.1250727681112112,0.0,0.0,0.1243880837601109,0.000843075436154,0.1243880837601109,0.0,0.0,0.1262921973893376,0.000907057860871,0.1262921973893376,0.0,0.0,0.1274959979390079,0.0008228163401222,0.1274959979390079
Bunker aviation,Electricity generation_Carrier_sum 2050 Nuclear,0.0,0.0,0.0915553511286981,0.0135490354818546,0.0915553511286981,0.0,0.0,0.0756776603890044,0.0065409506532138,0.0756776603890044,0.0,0.0,0.0871691342262196,0.0043489979280545,0.0871691342262196,0.0,0.0,0.0895506099054194,0.0044176833914402,0.0895506099054194,0.0,0.0,0.0955133315286332,0.0041667932628791,0.0955133315286332,0.0,0.0,0.1033655590862389,0.0039014799554238,0.1033655590862389,0.0,0.0,0.1018563748395425,0.0033683581354133,0.1018563748395425,0.0,0.0,0.1078771803788636,0.0037024836983608,0.1078771803788636,0.0,0.0,0.1104574745088141,0.0030036891890344,0.1104574745088141,0.0,0.0,0.1128923051672877,0.0030037128067667,0.1128923051672877
Bunker aviation,Electricity generation_Carrier_sum 2050 Solar PV,0.0,0.0,0.1112222461452732,0.0216405490562834,0.1112222461452732,0.0,0.0,0.0723270710762108,0.0195282629955374,0.0723270710762108,0.0,0.0,0.0516746811949195,0.0141050478683928,0.0516746811949195,0.0,0.0,0.0531596832542426,0.010305349262954,0.0531596832542426,0.0,0.0,0.0475489516195509,0.011294866256471,0.0475489516195509,0.0,0.0,0.0700538350137975,0.0100574100618302,0.0700538350137975,0.0,0.0,0.0725975567402081,0.008927976286091,0.0725975567402081,0.0,0.0,0.0765483072676753,0.0093488868809036,0.0765483072676753,0.0,0.0,0.0676058097224309,0.0078190629778544,0.0676058097224309,0.0,0.0,0.0471798316652353,0.0082469541844736,0.0471798316652353
Bunker aviation,Electricity generation_Carrier_sum 2050 Wind offshore,0.0,0.0,0.0979511332085077,0.0248955571598116,0.0979511332085077,0.0,0.0,0.0464512505342765,0.0165231838995209,0.0464512505342765,0.0,0.0,0.0624439029871043,0.0143128434058411,0.0624439029871043,0.0,0.0,0.0719089999194525,0.0127857886608326,0.0719089999194525,0.0,0.0,0.0606902841055734,0.010968342880924,0.0606902841055734,0.0,0.0,0.0688012141349323,0.010900645644598,0.0688012141349323,0.0,0.0,0.0604244151614538,0.0103929189722257,0.0604244151614538,0.0,0.0,0.0522522506804323,0.0083557977826745,0.0522522506804323,0.0,0.0,0.0475865289757754,0.0094454472054298,0.0475865289757754,0.0,0.0,0.0497396170879898,0.0077028286373477,0.0497396170879898
Bunker aviation,Electricity generation_Carrier_sum 2050 Wind onshore,0.0,0.0,0.0700761288673531,0.0168153688716928,0.0700761288673531,0.0,0.0,0.0859860300680912,0.0087470887270967,0.0859860300680912,0.0,0.0,0.0999531791104479,0.0077501078107325,0.0999531791104479,0.0,0.0,0.1122373071768551,0.0065422323904904,0.1122373071768551,0.0,0.0,0.118088884712627,0.0065498203320434,0.118088884712627,0.0,0.0,0.1135838578281226,0.0054442342318333,0.1135838578281226,0.0,0.0,0.1112812538340666,0.0050104759910106,0.1112812538340666,0.0,0.0,0.1078726194965139,0.0046708908743932,0.1078726194965139,0.0,0.0,0.1270872994054484,0.0045621885348161,0.1270872994054484,0.0,0.0,0.1270931218369371,0.0044694552211548,0.1270931218369371
Bunker aviation,Flexibility Capacity 2050,0.0,0.0,0.0670056177719973,0.0236376030192278,0.0670056177719973,0.0,0.0,0.0917703570328835,0.0141509960947297,0.0917703570328835,0.0,0.0,0.0699087058983617,0.0118094381510533,0.0699087058983617,0.0,0.0,0.0623936026414078,0.0089927504886908,0.0623936026414078,0.0,0.0,0.0855506449871632,0.0096498659242202,0.0855506449871632,0.0,0.0,0.0860031492121013,0.0087185940873978,0.0860031492121013,0.0,0.0,0.0812101826574265,0.0086081871523018,0.0812101826574265,0.0,0.0,0.073247024716592,0.0077415035108583,0.073247024716592,0.0,0.0,0.0853750724469691,0.0075802997375925,0.0853750724469691,0.0,0.0,0.0806458211582364,0.0070849383303348,0.0806458211582364
