Parameter,Outcome,Final_Delta,Max_Delta,Converged_At_Size,Max_Relative_Change,Sample_Sizes_Analyzed,Delta_Trajectory
Biomass Import Price,Electricity generation_Carrier_sum 2050 Wind offshore,0.09858322830690915,0.10476278151853637,,0.7038779632011127,10,"[0.07353064370194368, 0.06148490900235381, 0.10476278151853637, 0.09729884423928672, 0.07459750495521793, 0.09578074697248525, 0.09934841225970673, 0.09404171853081117, 0.08074732556234884, 0.09858322830690915]"
Agriculture neGHG N2O,Weekly Flexibility Capacity 2050,0.09854139530569009,0.12295790775389999,,0.23272421262350818,10,"[0.1211800167736686, 0.11362985285695068, 0.08718543482029174, 0.1068706773677048, 0.11572518013133147, 0.12295790775389999, 0.10185706537139158, 0.11618334766156428, 0.11317124915843531, 0.09854139530569009]"
Biomass Import Price,Flexibility Capacity 2050,0.09842918730673529,0.12395106355806286,,0.8277598493636453,10,"[0.04063557867812057, 0.06781583674749053, 0.12395106355806286, 0.08234040471776215, 0.10378728554104262, 0.09521555588910498, 0.09743591059217885, 0.0840985935609568, 0.11011118337440885, 0.09842918730673529]"
LNG Import Price,CO2 Price 2050,0.09835819185208576,0.26657886405812303,,0.75952423494114,10,"[0.10909860504354, 0.08973594928709107, 0.151506218990522, 0.26657886405812303, 0.19242746437780156, 0.10694081678627895, 0.13023494608132194, 0.09065669125013215, 0.08050976964778885, 0.09835819185208576]"
Chemical Production,Flexibility Capacity 2050,0.09828941790089724,0.10081957858323545,3600.0,0.2564322770296553,10,"[0.06961275199160095, 0.07547646110410859, 0.09483106188717537, 0.10081957858323545, 0.09802694870961122, 0.09318141785153886, 0.10055113968487282, 0.08691290281906788, 0.0914127312381375, 0.09828941790089724]"
CCS potential,Hydrogen Production 2050,0.0982544718888419,0.11691600595722834,2800.0,0.431189680849246,10,"[0.09568574018613947, 0.11691600595722834, 0.07479465840267685, 0.10704534328855546, 0.07490156431068862, 0.10474290817843432, 0.0990172310561601, 0.09397856547566703, 0.10022866849937126, 0.0982544718888419]"
Wind offshore Costs,Methanol Production 2050,0.09808615853765285,0.10150185812538223,1200.0,0.5803931617297575,10,"[0.056860221567123954, 0.08986150533912157, 0.09072466967837943, 0.08672642351209171, 0.09494082062963331, 0.09250449999516511, 0.09408401801552575, 0.10150185812538223, 0.09631826745862211, 0.09808615853765285]"
Nuclear Costs,techUseNet 2050 PNL04_01,0.09807498536773285,0.1785410128549872,2400.0,0.5654882740053213,10,"[0.1785410128549872, 0.0775781636564586, 0.10150178131578307, 0.08842714156038661, 0.10718433725323559, 0.10687273540609445, 0.10030360882069032, 0.10271974484260264, 0.1038195034792247, 0.09807498536773285]"
CO2 Cap,Flexibility Capacity 2050,0.09800347912826508,0.11140930938870143,4000.0,0.39532834193134037,10,"[0.06459589367628539, 0.07984451117397537, 0.11140930938870143, 0.09517436807439564, 0.09338091463362228, 0.0977572309955902, 0.09238370241907878, 0.08345398123856375, 0.10023291376397975, 0.09800347912826508]"
Bunker navigation,Electricity capacity_Carrier_sum 2050 Nuclear,0.09786151189134216,0.11395955071148216,2000.0,0.20309504752498364,10,"[0.07951727027450857, 0.09566683405996686, 0.08750876937540891, 0.1002184685901282, 0.10740007789122841, 0.10404700631633958, 0.11395955071148216, 0.10326499957172304, 0.1056543041984844, 0.09786151189134216]"
CO2 Cap,Shedding Flexibility Capacity 2050,0.09769979749877857,0.09769979749877857,,0.3205869933366652,10,"[0.0644173230304964, 0.08010351575977515, 0.05448865677408038, 0.06574405439289159, 0.07812223528549996, 0.07279847431244718, 0.09613671831177108, 0.0745342716294332, 0.08421450758463472, 0.09769979749877857]"
Electricity Trade Ratio,Methanol Production 2050,0.09747482780110345,0.1042190870016878,2000.0,0.24996140251311252,10,"[0.08148722026413222, 0.08011864964226424, 0.06619899347101948, 0.0827461867239919, 0.09030123255560536, 0.09255676952447915, 0.09849473006553748, 0.096075184815966, 0.1042190870016878, 0.09747482780110345]"
Hydrogen Import Price,comPrices 2050 Bio Kerosene,0.09734135323435275,0.2848605703802009,,2.049622779786996,10,"[0.1391167270180797, 0.09340846096384985, 0.2848605703802009, 0.09289094527258117, 0.0993999275735874, 0.0767590981415856, 0.1940273850564251, 0.10988497435137487, 0.04852974898236372, 0.09734135323435275]"
Bunker aviation,SynFuel Production 2050,0.0972864233191009,0.0972864233191009,4000.0,0.4337197782577381,10,"[0.051942238199104256, 0.06734775302871357, 0.09655780553848413, 0.07956354861052505, 0.07688770779132581, 0.07728829336969617, 0.09651707186123362, 0.07739009903699098, 0.09545698082739787, 0.0972864233191009]"
Electricity Trade Price,comPrices 2050 Ammonia,0.09724603107274801,0.36643579264819237,,806.4244141816821,10,"[0.09182981664971349, 0.10815881063120131, 0.36643579264819237, 0.10400015617712556, 0.0802654287460758, 0.04462983498668719, 8.155961129474587e-05, 0.06585322137054589, 0.005348561780864819, 0.09724603107274801]"
Bunker navigation,SynFuel Production 2050,0.0970707542603947,0.09908454226128478,2400.0,0.281959380067209,10,"[0.0880964211015755, 0.0773992191485848, 0.0806536599274505, 0.07729148349153629, 0.09908454226128478, 0.09248370849929557, 0.0901798240728796, 0.08656495428321245, 0.08933952949986837, 0.0970707542603947]"
Biomass Import Potential,Flexibility Capacity 2050,0.09706636605857544,0.12488447216735407,3600.0,0.8027201257811936,10,"[0.10968540565833576, 0.07713395226149751, 0.061030036439956026, 0.11002007496746835, 0.12260080844253203, 0.12488447216735407, 0.0839699818112955, 0.10537957182210836, 0.10255458270715302, 0.09706636605857544]"
Bunker navigation,DR Flexibility Capacity 2050,0.09705316615588058,0.09705316615588058,,0.3664976600153915,10,"[0.0919008450763888, 0.08873539334549463, 0.06012586842021124, 0.08216185850261198, 0.09295356855253178, 0.07079914234455245, 0.08255980591395484, 0.06310700074820937, 0.08220306212712515, 0.09705316615588058]"
LNG Import Price,Methanol Production 2050,0.09692009027591858,0.10364139408470859,3600.0,0.6956843179137792,10,"[0.04808875740544683, 0.0815433518003763, 0.08264474682389816, 0.09046698514143633, 0.08506460784906922, 0.08877471261146404, 0.10364139408470859, 0.08620188924393274, 0.09408067583894908, 0.09692009027591858]"
Nuclear Potential,Methanol Production 2050,0.09676405373937719,0.10004713736660888,2400.0,0.462001119352385,10,"[0.06662416995206141, 0.08985195657007505, 0.07798343748022257, 0.06642594566620455, 0.09711480691803176, 0.10004713736660888, 0.09463254685879298, 0.09271524873195217, 0.09323033156187228, 0.09676405373937719]"
Agriculture neGHG N2O,Methanol Production 2050,0.0961470233378216,0.10605344594341373,4000.0,0.17909411964663827,10,"[0.06701596753828612, 0.07835268002442727, 0.08866396026238026, 0.08123144020406231, 0.09441289641816109, 0.10214652672435821, 0.10605344594341373, 0.08705989740668571, 0.09723724091686256, 0.0961470233378216]"
Wind offshore Costs,Flexibility Capacity 2050,0.09609171792298878,0.108297517036558,4000.0,0.35789749652627717,10,"[0.07186565644226042, 0.07975382332878636, 0.108297517036558, 0.08633391794607125, 0.08463428432770005, 0.09859893330704966, 0.08827906194496536, 0.09023755257239, 0.10091473450290155, 0.09609171792298878]"
Ammonia Import Price,Hydrogen Production 2050,0.09596552035883177,0.10786696799148171,4000.0,0.5349825301350535,10,"[0.07919291308752609, 0.09107168554053115, 0.09939513411246768, 0.094575296580197, 0.07027244015734249, 0.10786696799148171, 0.0848658586927944, 0.09362771782387463, 0.10323491686841385, 0.09596552035883177]"
Electricity Trade Volume,Flexibility Capacity 2050,0.09571287079738477,0.11006529610793278,4000.0,0.38092772762851695,10,"[0.08680166812616427, 0.0859459597359688, 0.10105994013516022, 0.11006529610793278, 0.07812003880897579, 0.1078781276747305, 0.10358748032061525, 0.08271960119026772, 0.09736917184614897, 0.09571287079738477]"
Bunker navigation,Methanol Production 2050,0.09540907893763435,0.10089794354872068,2800.0,0.2040884450747171,10,"[0.07971965511708588, 0.07036226441739767, 0.08472238955428045, 0.08242923927469653, 0.08670428773843825, 0.09693070817711831, 0.09731434507848075, 0.10089794354872068, 0.09839216513596756, 0.09540907893763435]"
Solar PV Costs,Electricity capacity_Carrier_sum 2050 Solar PV,0.09505445652243769,0.13198371341142884,,0.43205689542196396,10,"[0.10545355488781512, 0.13198371341142884, 0.08700681603791434, 0.12459871085580555, 0.103642821196973, 0.09419215236810118, 0.09488579464724706, 0.0939931957751771, 0.12122937166934804, 0.09505445652243769]"
Ammonia Import Price,SynFuel Production 2050,0.0948258535408785,0.1278563755772794,,0.5884469807243934,10,"[0.11081702529427226, 0.1209618561403644, 0.08049143416733491, 0.1278563755772794, 0.11402296907818649, 0.09865964986031119, 0.09873039842265596, 0.09994090284951554, 0.1095461203357238, 0.0948258535408785]"
Ammonia Import Potential,Methanol Production 2050,0.0945373355111205,0.10783807694089952,3200.0,0.1614263069077916,10,"[0.09825856293743734, 0.08344862669650238, 0.07717105276798913, 0.08832229689807924, 0.09534925985238075, 0.10783807694089952, 0.09043017443629182, 0.0936054593581816, 0.09076076136367422, 0.0945373355111205]"
CO2 Cap,CO2 Price 2050,0.09449346097978373,0.27483083548101894,3200.0,1.8216788460192401,10,"[0.07979760504708346, 0.09739975754815046, 0.27483083548101894, 0.07538848225200803, 0.08833445743444132, 0.059013474156353996, 0.10388200350915666, 0.10263251027832697, 0.10343534833023328, 0.09449346097978373]"
Solar PV Potential,Hydrogen Production 2050,0.09444665329614478,0.09444665329614478,3600.0,0.1544419264102869,10,"[0.05517296405057082, 0.06345607142600909, 0.06918497124272732, 0.07020542483490805, 0.07951635544599615, 0.09179701456220091, 0.08947043982946706, 0.07942393455016368, 0.08695458346202299, 0.09444665329614478]"
Biomass Import Price,SynFuel Production 2050,0.09408955061259658,0.10860800162616989,3200.0,0.17981729456778991,10,"[0.08871981509827244, 0.10467317222379835, 0.09979402035296031, 0.10256433636784205, 0.09470620199624333, 0.09239213864247871, 0.10286262907935681, 0.10860800162616989, 0.10104360478383205, 0.09408955061259658]"
Solar PV Costs,Methanol Production 2050,0.09357092520125003,0.10152896800949211,4000.0,0.18432600653444792,10,"[0.07788705660010706, 0.08362086758454558, 0.07486689928692754, 0.08533906373447558, 0.08913192608225456, 0.09762761473536599, 0.08572721315694505, 0.10152896800949211, 0.08636453662159985, 0.09357092520125003]"
Chemical Production,BioFuel Production 2050,0.09349576652267552,0.1155368822861831,4000.0,1.2270845462504734,10,"[0.05187808540124863, 0.1155368822861831, 0.08838488139678288, 0.07841544292322083, 0.09780892614743283, 0.07440805548519053, 0.09224189182572747, 0.09217301932627699, 0.10300220462281384, 0.09349576652267552]"
Agriculture neGHG N2O,Flexibility Capacity 2050,0.09340962208431268,0.10633199143932416,,0.5139049808957988,10,"[0.06332056378653897, 0.0673615818362966, 0.06818646857134786, 0.07023689913247133, 0.10633199143932416, 0.07040239526143971, 0.07451401522052406, 0.09109382579774751, 0.08484450741953203, 0.09340962208431268]"
Nuclear Potential,CO2 Price 2050,0.09335715469707237,0.1977720264122167,,1.0778649904764657,10,"[0.12425988776608371, 0.09518040263379504, 0.1977720264122167, 0.1382725005709592, 0.10458204307260954, 0.10699737617838202, 0.14414570884621125, 0.11299447770627837, 0.07015503660154, 0.09335715469707237]"
Ammonia Import Potential,SynFuel Production 2050,0.09330757986875605,0.10643088903882254,4000.0,0.18548152458160938,10,"[0.10643088903882254, 0.08668992547732564, 0.07409142597048265, 0.07321298399850884, 0.07826263853811917, 0.08894290663297774, 0.09176981393596037, 0.08571306207933287, 0.09629323891922442, 0.09330757986875605]"
Biomass Import Potential,SynFuel Production 2050,0.09323546603436386,0.09924255121261906,4000.0,0.18975958695705708,10,"[0.06742466996805345, 0.06828825886523399, 0.08124661066151738, 0.08156999354953239, 0.08381749046054424, 0.08727640825248914, 0.0899604568931736, 0.0877062476963226, 0.09924255121261906, 0.09323546603436386]"
Bunker Emission Reduction,Shedding Flexibility Capacity 2050,0.09304829819385643,0.11583867537561793,,0.4016565016810727,10,"[0.11583867537561793, 0.0799134691588715, 0.09350589943519406, 0.06777408586948386, 0.09499598810445337, 0.09080394472007365, 0.09669890741950782, 0.07503591851250997, 0.08167393934403513, 0.09304829819385643]"
Passenger Cars,CO2 Price 2050,0.09281777394985635,0.12955694290876862,,0.3903674750754448,10,"[0.07151897884081054, 0.07676203662747214, 0.07261289329481072, 0.10095860510822867, 0.11238618438934153, 0.08718184367708823, 0.11476976238174755, 0.12955694290876862, 0.08008569404790332, 0.09281777394985635]"
Chemical Production,Electricity generation_Carrier_sum 2050 Wind offshore,0.09276536418010325,0.10815692273151352,,0.372740744754471,10,"[0.08492695617340733, 0.0648699102542739, 0.08761750386020123, 0.07147829716323827, 0.07878903802105656, 0.10815692273151352, 0.1024362218981199, 0.10295028853450812, 0.10562352606838601, 0.09276536418010325]"
Wind offshore Potential,Hydrogen Production 2050,0.0927063975737678,0.0927063975737678,,0.3124154471389607,10,"[0.05627510945443788, 0.06104072619212257, 0.07693598140037333, 0.06476153772580044, 0.07023412040275706, 0.09217634453279601, 0.07096522609713479, 0.08783506532405004, 0.0821619975187853, 0.0927063975737678]"
Electricity Trade Price,Methanol Production 2050,0.09225171268200487,0.10110913109580881,2000.0,0.2717933101265283,10,"[0.06581057318658183, 0.08369744671428705, 0.06983996819239796, 0.08723709446693662, 0.09135048796657681, 0.09449908420990319, 0.10069775797253466, 0.10110913109580881, 0.09424195683260439, 0.09225171268200487]"
CCS potential,totalCosts,0.09220152610209288,0.10165689378505871,,0.7442335310240655,10,"[0.09619002204484202, 0.06271365386510676, 0.07685864575762043, 0.052805821157895734, 0.09210568389686179, 0.1006037688715368, 0.10165689378505871, 0.06422401364730974, 0.07604560432667593, 0.09220152610209288]"
Wind offshore Potential,Methanol Production 2050,0.09218471943872233,0.10639565519427922,,0.4110102581246699,10,"[0.07702361986424264, 0.06762440117242315, 0.09541872375382701, 0.08424972595387567, 0.08981747509810642, 0.09410759487623274, 0.09989068400165481, 0.09222472136577459, 0.10639565519427922, 0.09218471943872233]"
Solar PV Potential,Methanol Production 2050,0.09215923563816773,0.09782116781909232,4000.0,0.28495431287464523,10,"[0.06763870904106321, 0.06709248885455853, 0.08208520741468836, 0.072058600655209, 0.09259200969162254, 0.08986886730874794, 0.09455263552413175, 0.08857904924547665, 0.09782116781909232, 0.09215923563816773]"
LNG Import Price,SynFuel Production 2050,0.09159738337126272,0.09238046744357781,4000.0,0.3044163679644946,10,"[0.07344691287512774, 0.06269550468909973, 0.07660016090927632, 0.06896972681970082, 0.08996524055765753, 0.09238046744357781, 0.09155842669606601, 0.07484376159867619, 0.08938215533784294, 0.09159738337126272]"
Ammonia Import Price,BioFuel Production 2050,0.09149522009830655,0.13794449191220381,3200.0,0.4078927759098054,10,"[0.09958321325137533, 0.13794449191220381, 0.11735330111984738, 0.10790486686798899, 0.11359675936587413, 0.076277024807639, 0.10738987219456796, 0.10310392481998837, 0.0941928174380368, 0.09149522009830655]"
Biomass Import Potential,Hydrogen Production 2050,0.09135030159492322,0.10170002515343772,2400.0,0.28860964750860796,10,"[0.09606292706229733, 0.10170002515343772, 0.0723484167422875, 0.0851441158272956, 0.09481673288454819, 0.09718316653423656, 0.09752431850618234, 0.10106609301615473, 0.09279882559268154, 0.09135030159492322]"
Nuclear Costs,Flexibility Capacity 2050,0.09111524260177639,0.12095076488920434,,0.5252845625171036,10,"[0.06615816021308835, 0.07929718025179847, 0.12095076488920434, 0.060663336352593904, 0.08470993760572781, 0.08603560006717681, 0.08317246952330992, 0.0885918441064131, 0.07632870065233341, 0.09111524260177639]"
CCS potential,Biomass Imports 2050,0.09108038686673686,0.11567031267532375,3600.0,0.6027770403251066,10,"[0.07216868582785615, 0.11567031267532375, 0.0954730423548342, 0.11254200584829797, 0.08960075210685206, 0.09779797204070598, 0.08300167984080337, 0.09638122779268776, 0.0880278173222795, 0.09108038686673686]"
Bunker aviation,comPrices 2050 Ammonia,0.09100224648839118,0.4120207695155292,,5.7326621334439745,10,"[0.07232419006753661, 0.06119730373351844, 0.4120207695155292, 0.07483852300921293, 0.07365515030914695, 0.3402689626286037, 0.171771971882377, 0.06661153168933395, 0.35325297917712534, 0.09100224648839118]"
Weather Conditions,Methanol Production 2050,0.09099498577326358,0.10359115807084059,3200.0,0.6144733054228525,10,"[0.05800318122839026, 0.09364458772283997, 0.08767911980885351, 0.09091948952593697, 0.10359115807084059, 0.0894333249393017, 0.102846547124274, 0.10120188451031865, 0.10088898888009946, 0.09099498577326358]"
