Parameter,Outcome,Final_Delta,Max_Delta,Converged_At_Size,Max_Relative_Change,Sample_Sizes_Analyzed,Delta_Trajectory
Ammonia Import Potential,techUseNet 2050 PNL04_01,0.10823587165251874,0.10976293122905523,2400.0,0.1876460453031924,10,"[0.07838181754911575, 0.07883468551762396, 0.07901954832354939, 0.09384725406810794, 0.10958548026633728, 0.09864174286389572, 0.10349919851614826, 0.10976293122905523, 0.10963273721091062, 0.10823587165251874]"
WACC,Hourly Flexibility Capacity 2050,0.10820953195060444,0.11727085308500929,4000.0,0.5078102465352786,10,"[0.11727085308500929, 0.09397544824769932, 0.05230133816517653, 0.0788604935929598, 0.10853382986957666, 0.09440854300114626, 0.11461053066984077, 0.09164534042631836, 0.101986671547835, 0.10820953195060444]"
Passenger Cars,techUseNet 2050 PNL04_01,0.1081517950198995,0.12212531623683423,2000.0,0.33005213790938737,10,"[0.12212531623683423, 0.08181759452000707, 0.08653339576797196, 0.11304996219022972, 0.10447621329576927, 0.11172205672413518, 0.1174628482263392, 0.10618803091443116, 0.1109136421239527, 0.1081517950198995]"
LNG Import Price,techUseNet 2050 PNL04_01,0.10807247662869526,0.13562150079103386,,0.3938830890244755,10,"[0.13562150079103386, 0.0822024851213261, 0.07768262380339051, 0.09106101572062135, 0.10598395131826122, 0.11994362540969015, 0.10202673043609262, 0.10856167875530576, 0.09402006118666416, 0.10807247662869526]"
Solar PV Costs,Electricity capacity_Carrier_sum 2050 Nuclear,0.10804070748341638,0.11622281691424327,2400.0,0.26009452160189384,10,"[0.11622281691424327, 0.08599389894970867, 0.08165087473250782, 0.09064123478998719, 0.10161536502636326, 0.10365688678743618, 0.10777660169594398, 0.11089459777646546, 0.11171260572212761, 0.10804070748341638]"
End-of-Life Emission Reduction,Hydrogen Imports 2050,0.1079182397077686,0.12147698227597882,3600.0,0.4381970623819086,10,"[0.05961456148740941, 0.08573748720637787, 0.112224517679079, 0.09190261984466726, 0.10461093547782839, 0.1093086293426752, 0.12147698227597882, 0.10932749047803521, 0.11416969540703002, 0.1079182397077686]"
Electricity Trade Price,Electricity generation_Carrier_sum 2050 Nuclear,0.10790160487436742,0.10882220816060544,3200.0,0.258827658830291,10,"[0.06925250289092533, 0.08717696608232149, 0.08302399905623821, 0.09053014902904719, 0.09658246724538355, 0.09725592444496288, 0.10882220816060544, 0.10498599027169649, 0.1050868915514685, 0.10790160487436742]"
Solar PV Potential,techUseNet 2050 PNL04_01,0.10776947468898561,0.11074692516618773,2400.0,0.16030998039095973,10,"[0.0857740544829618, 0.07357705366366958, 0.08537218969371704, 0.09457191731754316, 0.10703850128662476, 0.10606383705079744, 0.11074692516618773, 0.10376216538462055, 0.1035810378812775, 0.10776947468898561]"
Wind offshore Costs,techUseNet 2050 PNL04_01,0.10771152082854828,0.11677648943071726,3200.0,0.20421745147644885,10,"[0.07373994541551875, 0.08879892914028843, 0.08496142918067154, 0.09682510611096143, 0.1058429710652684, 0.10467791860226662, 0.11677648943071726, 0.11478467388786077, 0.10623011609644584, 0.10771152082854828]"
Hydrogen Import Potential,Electricity capacity_Carrier_sum 2050 Nuclear,0.10762340732244548,0.1124234164313224,2800.0,0.38638742305515444,10,"[0.1124234164313224, 0.06898442226536723, 0.07833387374612007, 0.0984776753950909, 0.09775550827023008, 0.10993237050073791, 0.10603311647212385, 0.10429708832717116, 0.10541337441029595, 0.10762340732244548]"
CCS potential,Electricity generation_Carrier_sum 2050 Nuclear,0.10744776171005282,0.11325912365445008,4000.0,0.2249513414190659,10,"[0.08350221811666822, 0.07115053862348437, 0.08715594772952624, 0.09158285158855374, 0.10103482188544861, 0.11144792696672179, 0.11057493521180307, 0.10091029400012927, 0.11325912365445008, 0.10744776171005282]"
Bunker Emission Reduction,totalCosts,0.10740749213390696,0.13984221112142387,,0.3092932752310307,10,"[0.13984221112142387, 0.09658995562812941, 0.0761351364950735, 0.09906918368787924, 0.0860083007865931, 0.08756927473001436, 0.10087945771025493, 0.1031378712720066, 0.09500223816024404, 0.10740749213390696]"
Bunker Emission Reduction,Weekly Flexibility Capacity 2050,0.10735581856707459,0.12007718567581704,3600.0,0.4998121558161771,10,"[0.06528306554534746, 0.09791233527385637, 0.11583404446862143, 0.11608156610984587, 0.10036907887745686, 0.11903923802348162, 0.10558825940046508, 0.12007718567581704, 0.10897128843583163, 0.10735581856707459]"
Biomass Import Potential,Electricity generation_Carrier_sum 2050 Nuclear,0.10732783538740996,0.10732783538740996,2400.0,0.1397556562679185,10,"[0.09165619027055388, 0.08710099837610671, 0.08646731801656514, 0.09215567492977675, 0.10503495175840066, 0.09882106927525636, 0.10444157788997532, 0.10580913969966951, 0.10732148252436566, 0.10732783538740996]"
CO2 Cap,Electricity generation_Carrier_sum 2050 Nuclear,0.1072509244388006,0.11121869895354651,1600.0,0.2316680455413587,10,"[0.07405574602102538, 0.07094945820660013, 0.0873861805215415, 0.09447645901542445, 0.10004483235264776, 0.10692283820153958, 0.10433809807129553, 0.1107782618066464, 0.11121869895354651, 0.1072509244388006]"
Nuclear Potential,Weekly Flexibility Capacity 2050,0.1070843268601143,0.1227418553773506,2800.0,0.28693757588799856,10,"[0.12032624237651562, 0.11231875207384184, 0.10601879037042762, 0.10250161053730361, 0.09537514303493518, 0.1227418553773506, 0.11138128587675884, 0.10757251294831226, 0.11464527417523578, 0.1070843268601143]"
Passenger Cars,Electricity capacity_Carrier_sum 2050 Nuclear,0.10698904235804309,0.10954866726399938,2800.0,0.3299184882926064,10,"[0.07165703169640246, 0.08820721423769301, 0.07060613786553789, 0.09390040813431551, 0.09189564792502276, 0.10954866726399938, 0.10551062139988546, 0.10447076739917019, 0.10362898330177638, 0.10698904235804309]"
Electricity Trade Volume,Electricity capacity_Carrier_sum 2050 Nuclear,0.10680540959450648,0.12033827460389075,2800.0,0.204069163311126,10,"[0.07056982303788165, 0.0792590588041093, 0.08353614635857518, 0.08623370592640553, 0.09389354173889387, 0.11305431824186823, 0.12033827460389075, 0.11547516551532734, 0.1135492945203474, 0.10680540959450648]"
Biomass Import Price,Daily Flexibility Capacity 2050,0.10672079618557496,0.12244164663101807,3600.0,0.5578349265451426,10,"[0.06308921007056446, 0.09828257493606886, 0.06318714201887606, 0.09779698279066487, 0.09851210483469496, 0.08764071521144402, 0.08913767772992864, 0.12244164663101807, 0.11172136123503544, 0.10672079618557496]"
Bunker navigation,Electricity generation_Carrier_sum 2050 Nuclear,0.10665589027032424,0.11324622846341029,2400.0,0.1434697559728118,10,"[0.09342998342509762, 0.08323262090416753, 0.07867664434041183, 0.08996436330469042, 0.10133803802416852, 0.10636401002144838, 0.1009450597491191, 0.10531276899773395, 0.11324622846341029, 0.10665589027032424]"
Electricity Trade Volume,Hydrogen Imports 2050,0.1066351610728666,0.11271918399590844,2000.0,0.3342049130431807,10,"[0.10068590924623227, 0.0796363119707588, 0.07424984554136932, 0.09906450871399225, 0.1006498503555984, 0.10772937665262183, 0.11137612433401246, 0.11271918399590844, 0.11247328460169413, 0.1066351610728666]"
Solar PV Costs,techUseNet 2050 PNL04_01,0.10662506566504072,0.1284434207540093,4000.0,0.6005198359256734,10,"[0.09189768217211883, 0.0802510646047214, 0.1284434207540093, 0.09635526123481992, 0.10611101480843319, 0.10907588131081487, 0.1200179405109154, 0.12362009512702256, 0.10430391056494422, 0.10662506566504072]"
Nuclear Potential,techUseNet 2050 PNL04_01,0.1064882359634189,0.11152792206292818,2800.0,0.21429646312456926,10,"[0.08512783140136776, 0.0853281375251699, 0.0765061618553125, 0.09290116174814181, 0.09416643763899493, 0.11152792206292818, 0.1054528153163641, 0.10764883195019012, 0.10316499377210941, 0.1064882359634189]"
Biomass Import Potential,Electricity capacity_Carrier_sum 2050 Nuclear,0.10636461913475972,0.11299896801815015,2400.0,0.23129696826844653,10,"[0.08498073591971546, 0.0691015768672321, 0.08508456209919191, 0.0900166057707613, 0.10658340886376845, 0.10288762155036434, 0.10584252649384421, 0.10612386977488718, 0.11299896801815015, 0.10636461913475972]"
Bunker aviation,Electricity capacity_Carrier_sum 2050 Nuclear,0.10635335261972517,0.11129240449266818,4000.0,0.2778693909128076,10,"[0.07990640272547159, 0.06632084434284319, 0.08474937696521215, 0.09348381360972997, 0.0980590214854055, 0.09808779077073898, 0.1046493860328015, 0.09695630969409513, 0.11129240449266818, 0.10635335261972517]"
Wind offshore Potential,techUseNet 2050 PNL04_01,0.10633972653104391,0.11517949774994155,2800.0,0.3276877704060201,10,"[0.06994129149576607, 0.09286019736533119, 0.07331721319516107, 0.09255766538791921, 0.10273854659059527, 0.11517949774994155, 0.1058063317019844, 0.10598381225734425, 0.1127152105349406, 0.10633972653104391]"
Weather Conditions,Shedding Flexibility Capacity 2050,0.10633550237298736,0.1428603214894289,3200.0,1.5390362944633875,10,"[0.05626556886994863, 0.1428603214894289, 0.11119700270633878, 0.10405569940514786, 0.09903128493720727, 0.10376188241907157, 0.11452422760639808, 0.10417599016222394, 0.11341560321426757, 0.10633550237298736]"
Buildings demand,techUseNet 2050 PNL04_01,0.10628029163170831,0.1286274120676188,3600.0,0.49537552590327494,10,"[0.06759209245799397, 0.10107556080627551, 0.10204322193561081, 0.08472956559644203, 0.10598832587492403, 0.10898967840356802, 0.1286274120676188, 0.10868985429231348, 0.09964672898025315, 0.10628029163170831]"
Ammonia Import Price,Electricity generation_Carrier_sum 2050 Nuclear,0.10625819596763698,0.11085072980336845,2400.0,0.2842003538694658,10,"[0.08095320750201195, 0.07327864131107878, 0.09410445710276102, 0.08800452606918709, 0.10294122508277818, 0.10471083273899101, 0.11085072980336845, 0.10869552723212884, 0.10942784203563397, 0.10625819596763698]"
Hydrogen Import Potential,Electricity generation_Carrier_sum 2050 Nuclear,0.10623558573012551,0.10966743537449036,2400.0,0.14791443102296806,10,"[0.07054667002038562, 0.07405438218941761, 0.07712598253487771, 0.08558401346617271, 0.09824312412268368, 0.10125758947524811, 0.1085166054704305, 0.10527338156018817, 0.10966743537449036, 0.10623558573012551]"
Hydrogen Import Price,Methanol Production 2050,0.1061629170950638,0.12207170109131465,2400.0,0.7955286392817023,10,"[0.06798649624444264, 0.12207170109131465, 0.06935830019777388, 0.09498020582208397, 0.11077798456047266, 0.1029494226973724, 0.10369664022119479, 0.1115106223265603, 0.10457061959115128, 0.1061629170950638]"
Electricity Trade Ratio,CO2 Price 2050,0.10613531504060163,0.22095266388308474,,2.1528771157347344,10,"[0.12166854879568972, 0.07970686667008037, 0.22095266388308474, 0.06802569099630996, 0.11379213271468319, 0.051552276384858556, 0.1625379924778527, 0.11421641172806733, 0.08283796367195183, 0.10613531504060163]"
Wind offshore Costs,Electricity generation_Carrier_sum 2050 Nuclear,0.10609355843370094,0.11191049558131154,2400.0,0.31459809567620173,10,"[0.05652994520743822, 0.07041162791473711, 0.07326268717474681, 0.08272144158947668, 0.1087454495851162, 0.10929287940289635, 0.11058102735081557, 0.10800004391057284, 0.11191049558131154, 0.10609355843370094]"
CCS potential,DR Flexibility Capacity 2050,0.10609142762540348,0.15302867944291104,3600.0,0.8226742340879902,10,"[0.15302867944291104, 0.06771711814203037, 0.12342624644417115, 0.11191369824228457, 0.10044686941488033, 0.10381857208271565, 0.09389294660932411, 0.11224195489156505, 0.10878357666412308, 0.10609142762540348]"
Electricity Trade Price,Weekly Flexibility Capacity 2050,0.10609128417970297,0.13289092020684345,,0.4430979407092248,10,"[0.06689602368830914, 0.09653751402623445, 0.09549622836163357, 0.1174911573495892, 0.11208727195270701, 0.12474339336144025, 0.13289092020684345, 0.13209325314714218, 0.11848621822700212, 0.10609128417970297]"
Electricity Trade Volume,Methanol Production 2050,0.10533617071027715,0.10533617071027715,,0.36831698232943644,10,"[0.05891773697870133, 0.08061814006837605, 0.0740478601088669, 0.0837834018991289, 0.08728435148075774, 0.09936378202136269, 0.09746949067975182, 0.0886747348210413, 0.09388867303041508, 0.10533617071027715]"
Bunker aviation,techUseNet 2050 PNL04_01,0.10531932267379648,0.10749202323946273,3600.0,0.3861590724192211,10,"[0.07436367680237228, 0.10307988525805911, 0.08849305143588847, 0.09725525925051787, 0.10107551641297446, 0.10749202323946273, 0.0947223622958199, 0.10498300107040219, 0.10612896452195669, 0.10531932267379648]"
Steel Production,Hydrogen Imports 2050,0.10528872506479804,0.11206628225606227,2400.0,0.2595709221239493,10,"[0.07013866435538971, 0.08834462213866039, 0.08178959126731812, 0.09702596980778319, 0.10716352634832965, 0.10582557528400964, 0.10643161770200404, 0.10840039421591607, 0.11206628225606227, 0.10528872506479804]"
Hydrogen Import Price,techUseNet 2050 PNL04_01,0.10522375353784245,0.11570764676971906,2400.0,0.14576242570794237,10,"[0.08822696866241628, 0.08272095336301546, 0.08274527371595423, 0.09392393798880888, 0.10761451902210002, 0.11148109337800442, 0.11570764676971906, 0.11168587896159683, 0.10468425501257345, 0.10522375353784245]"
Buildings demand,Hydrogen Imports 2050,0.10510198437061048,0.11958775664870354,4000.0,0.3363823351349088,10,"[0.08067047687139368, 0.06966354694198267, 0.09309713353610713, 0.10103384366149032, 0.10182621673653997, 0.10950007254189865, 0.10821003773360321, 0.11958775664870354, 0.10516370624290106, 0.10510198437061048]"
LNG Import Price,Weekly Flexibility Capacity 2050,0.10504946257506953,0.12312998056697276,,0.4167484553190997,10,"[0.09605301057129606, 0.11705495844327883, 0.0725971323789135, 0.10285187515842191, 0.1117122809043086, 0.11799598684325546, 0.1025591895172309, 0.11306268841310424, 0.12312998056697276, 0.10504946257506953]"
Bunker Emission Reduction,Electricity generation_Carrier_sum 2050 Nuclear,0.10481129305757206,0.10835890279726063,2800.0,0.2733869406605864,10,"[0.09529137389984867, 0.07910629841581351, 0.07691400044713756, 0.09794128372334747, 0.09130957770204154, 0.10673501732371174, 0.10784237069719721, 0.10835890279726063, 0.10623485479476102, 0.10481129305757206]"
Ammonia Import Price,DR Flexibility Capacity 2050,0.10470010651139049,0.13083850339152372,4000.0,0.4507395670612064,10,"[0.07296808258974714, 0.07012286106967905, 0.09018745084382446, 0.13083850339152372, 0.10223968970850725, 0.11656239433904704, 0.09960174742689848, 0.09915878483895392, 0.11261155942701909, 0.10470010651139049]"
Wind offshore Costs,Electricity capacity_Carrier_sum 2050 Wind offshore,0.10448855226277726,0.1277983487440059,3600.0,0.5492703706365327,10,"[0.07756469743609239, 0.12016868754512537, 0.11085634357533199, 0.11451380016681187, 0.11535100531179332, 0.10006612694573341, 0.1277983487440059, 0.10703537432914464, 0.11358299872122979, 0.10448855226277726]"
Ammonia Import Potential,Weekly Flexibility Capacity 2050,0.10441454294806606,0.1226731562471818,,0.1500688530687157,10,"[0.10960080709970468, 0.10154809576813122, 0.10602843573659713, 0.10260963362832293, 0.11800814366072647, 0.11071702209833255, 0.12074898313472467, 0.1226731562471818, 0.11809501257280493, 0.10441454294806606]"
Biomass Import Price,techUseNet 2050 PNL04_01,0.10436903998257022,0.11566843942075533,3600.0,0.45037010182612724,10,"[0.07110217178201322, 0.06887816258730678, 0.06349882179689839, 0.09209679263540663, 0.10278707634452112, 0.09922014551483568, 0.11566843942075533, 0.10116598280764164, 0.11012326101485062, 0.10436903998257022]"
Flexibility Costs,CO2 Price 2050,0.10422056124904894,0.1199595284484743,,14.852345019427432,10,"[0.08948141004884827, 0.04203252928908356, 0.007567304919332818, 0.1199595284484743, 0.0647897693959935, 0.07425416480982254, 0.10989041647110141, 0.09878782108493907, 0.07073838827836722, 0.10422056124904894]"
Biomass Import Price,Electricity generation_Carrier_sum 2050 Nuclear,0.10399494086739997,0.10770678610633742,2000.0,0.3009209637721819,10,"[0.08006168572360675, 0.08444313318636935, 0.07239901440270242, 0.09418539559291972, 0.09902060175103061, 0.10337411006333051, 0.09901170872743163, 0.10274610503526334, 0.10770678610633742, 0.10399494086739997]"
CCS potential,techUseNet 2050 PNL04_01,0.10398119390216863,0.11262081611705364,3600.0,0.27834426808167745,10,"[0.08297478076596491, 0.0698460290688327, 0.0713023126682174, 0.0911489027003833, 0.0953803308083535, 0.11164986405689924, 0.11262081611705364, 0.1010863751578507, 0.1066170943403793, 0.10398119390216863]"
Agriculture neGHG CH4,techUseNet 2050 PNL04_01,0.10397587972526985,0.11124413522157575,2800.0,0.2114439696128543,10,"[0.06621012274319509, 0.07697592913250548, 0.08566277992910659, 0.09027388887584471, 0.09166083684162744, 0.11104196804145731, 0.10904279789601887, 0.11056913705861852, 0.11124413522157575, 0.10397587972526985]"
WACC,techUseNet 2050 PNL04_01,0.1039207230294652,0.11027918460501179,2000.0,0.21341316359454904,10,"[0.08537659774040746, 0.06908194892650062, 0.08054697164017834, 0.09773675567586922, 0.10232135273189412, 0.1030348910124061, 0.11027918460501179, 0.105970811941281, 0.10896981575129282, 0.1039207230294652]"
Ammonia Import Price,CO2 Price 2050,0.10387186920996226,0.19367195272766927,4000.0,1.7854556757502353,10,"[0.0611635587388028, 0.06952971982780003, 0.19367195272766927, 0.08289871456336652, 0.096886611879859, 0.12433590458148978, 0.16547312308809317, 0.07912559014464125, 0.11362702262025463, 0.10387186920996226]"
Chemical Production,techUseNet 2050 PNL04_01,0.10381940616676782,0.12614926441378674,2400.0,1.0154202238653953,10,"[0.062592040568018, 0.12614926441378674, 0.08611168764993439, 0.09618784727438412, 0.10888497914071756, 0.10912453767342419, 0.0990057722667677, 0.10255876539465004, 0.10910387905883205, 0.10381940616676782]"
Solar PV Costs,Electricity generation_Carrier_sum 2050 Nuclear,0.10368019096239169,0.10782125293680656,2800.0,0.17749650735995254,10,"[0.07614536574761738, 0.08333129758757314, 0.08339824149200287, 0.08873871358643423, 0.09056339335919522, 0.10663807937511789, 0.10684750487680417, 0.10782125293680656, 0.10689221900902439, 0.10368019096239169]"
Wind offshore Costs,Electricity generation_Carrier_sum 2050 Wind offshore,0.10355483666451214,0.13746073109874268,,0.8230696349914025,10,"[0.11123967388512163, 0.08796613058758, 0.13746073109874268, 0.06847785061590185, 0.12483989012732798, 0.10142067543996436, 0.11867583105424646, 0.09428424016409079, 0.08306207688569449, 0.10355483666451214]"
Electricity Trade Ratio,Electricity generation_Carrier_sum 2050 Wind offshore,0.10350424605548839,0.14959831746895344,4000.0,0.5379570368091443,10,"[0.09727080398769171, 0.14959831746895344, 0.08403128152885522, 0.10759674238874244, 0.09395242704316283, 0.0899531105501881, 0.12940458072425948, 0.07346687646879882, 0.11236691330902639, 0.10350424605548839]"
Bunker aviation,Methanol Production 2050,0.10339267461315972,0.10522636248218792,3600.0,0.4242979535757656,10,"[0.05725024121331931, 0.058319171847606474, 0.0830638771167793, 0.09800805369120826, 0.10332949493444973, 0.09071776589992647, 0.09348988807789911, 0.10522636248218792, 0.09661241106977769, 0.10339267461315972]"
Electricity Trade Ratio,Hydrogen Imports 2050,0.10312453261867974,0.12406816428420936,,0.32805652322547574,10,"[0.0964877413186156, 0.0871261135945764, 0.11570840350256098, 0.1156873569285185, 0.12406816428420936, 0.10946576122097779, 0.119432846480445, 0.11117442296758417, 0.12287895189449069, 0.10312453261867974]"
Biomass Import Price,Hydrogen Production 2050,0.10285728289790524,0.11867415400019954,,0.20967891587564677,10,"[0.0905864241213353, 0.08990811253702054, 0.07499526376980102, 0.08585634230442643, 0.103858607079867, 0.11867415400019954, 0.10921058458561453, 0.09466863467955716, 0.0874412297966222, 0.10285728289790524]"
Electricity Trade Price,totalCosts,0.10283330452971282,0.1584446925829406,3600.0,0.3840743187336198,10,"[0.11936875185006064, 0.1584446925829406, 0.09759015522218988, 0.11306541805363203, 0.11882299111788674, 0.12064578357811072, 0.09320299095414121, 0.10579237241998164, 0.106712783781786, 0.10283330452971282]"
Solar PV Costs,Weekly Flexibility Capacity 2050,0.10262733627514414,0.1491343481817927,2400.0,0.36272778657925747,10,"[0.1491343481817927, 0.09503917616287072, 0.08371144566236771, 0.09113867735557574, 0.11012985992187113, 0.10331099240533566, 0.1035347073232736, 0.10916508164974502, 0.10688030602258414, 0.10262733627514414]"
Nuclear Costs,Methanol Production 2050,0.10252489224830544,0.10252489224830544,2000.0,0.5858090825570532,10,"[0.06001911291774336, 0.09517885439197478, 0.07804101557642806, 0.09595133488573922, 0.09649247387723832, 0.09390236897143014, 0.09889298056872532, 0.0940308284634018, 0.09909723794883982, 0.10252489224830544]"
Agriculture neGHG CH4,Electricity generation_Carrier_sum 2050 Nuclear,0.10236781358248873,0.11060934839177597,2400.0,0.15970757730686308,10,"[0.08496036100971877, 0.08831762379372403, 0.07653168220800967, 0.08875437176066965, 0.09864140057529816, 0.1008470142845029, 0.1043816179742649, 0.10260576058025443, 0.11060934839177597, 0.10236781358248873]"
Solar PV Potential,Storage Flexibility Capacity 2050,0.10219714666851798,0.14257295221651436,3600.0,0.4155267330458876,10,"[0.10320192249650356, 0.14257295221651436, 0.08333007916127871, 0.07839728756385787, 0.10408338195279905, 0.0902485259971582, 0.07853176959471803, 0.09286659644798047, 0.09868579097146396, 0.10219714666851798]"
Bunker navigation,techUseNet 2050 PNL04_01,0.10183086916274732,0.11550371785573627,3200.0,0.16059333096759357,10,"[0.09774814459174251, 0.08550671616770562, 0.09669913063160213, 0.08837199160163031, 0.10256394409717633, 0.11550371785573627, 0.10294611463436187, 0.1060863595262536, 0.11036737928291052, 0.10183086916274732]"
Passenger Cars,Methanol Production 2050,0.10155611919685188,0.10155611919685188,2400.0,0.47908896836097836,10,"[0.07029949285336755, 0.0665007896778403, 0.0679100313432064, 0.10044497820078487, 0.08987355591676664, 0.09417155780206678, 0.09225660418955915, 0.09259126661917731, 0.09793566880543965, 0.10155611919685188]"
Bunker Emission Reduction,Biomass Imports 2050,0.10147912624710399,0.11089152934741225,2800.0,0.5172176448866225,10,"[0.06980341810698143, 0.0962816683170975, 0.10718829714942019, 0.11089152934741225, 0.06044173593156363, 0.09170326824294611, 0.09597896656611452, 0.09206909566932983, 0.09470693732521522, 0.10147912624710399]"
Biomass Import Price,totalCosts,0.10138644185156391,0.1503642196580237,,0.4791529762676684,10,"[0.1503642196580237, 0.0783167562847162, 0.0912465199838641, 0.11292860051805331, 0.08258488998890962, 0.08576761563252991, 0.10009829587820965, 0.08232090677286916, 0.11435320572428152, 0.10138644185156391]"
Weather Conditions,techUseNet 2050 PEU01_03,0.1010241895949573,0.11579860925011276,2000.0,0.3103036189916645,10,"[0.08686508024211918, 0.10305267271398921, 0.08837540213712057, 0.11579860925011276, 0.10828442577168339, 0.10877945092139461, 0.11517444544222831, 0.11455364396789496, 0.10869893123857118, 0.1010241895949573]"
WACC,Methanol Production 2050,0.1010169381505127,0.10660281944783616,3200.0,0.3689044334132592,10,"[0.08773210925276072, 0.06255721461773328, 0.08563484843219983, 0.09015442026183575, 0.09808577264758656, 0.09107303551362983, 0.10660281944783616, 0.09690845897986948, 0.10549765845540024, 0.1010169381505127]"
Electricity Trade Volume,SynFuel Production 2050,0.10086722389915119,0.10086722389915119,,0.3453698435909118,10,"[0.06951709713542355, 0.093526206099979, 0.08403289995456598, 0.0680062049114881, 0.08035514436601307, 0.08241393797854016, 0.08816088639683599, 0.09291970089944025, 0.0871410495755997, 0.10086722389915119]"
Solar PV Potential,CO2 Price 2050,0.10049219575073604,0.3039219944378526,,2.2098377575029193,10,"[0.14423590336800057, 0.09468453467077649, 0.3039219944378526, 0.08681957969358356, 0.10040644184247965, 0.1308382058520969, 0.06483118981397366, 0.10847899570603187, 0.08678988374463083, 0.10049219575073604]"
CO2 Cap,techUseNet 2050 PNL04_01,0.1004631974214854,0.11933425453019529,3600.0,0.5932857915000836,10,"[0.0748982104571721, 0.11933425453019529, 0.06611922781170468, 0.09475649123474993, 0.10610870439273219, 0.10163532876082154, 0.11327704717500095, 0.10009625871779156, 0.10618988150935241, 0.1004631974214854]"
Ammonia Import Price,Electricity capacity_Carrier_sum 2050 Wind offshore,0.10033313339341415,0.1332274071468461,3600.0,0.2793720645353797,10,"[0.12204689216526048, 0.1332274071468461, 0.0960073913595361, 0.09598237983454441, 0.10467807106254057, 0.09803128897393687, 0.07972448801406226, 0.09796388697371197, 0.09908636943229997, 0.10033313339341415]"
Flexibility Costs,techUseNet 2050 PNL04_01,0.10013339144808014,0.11805421379543705,,0.15180163224338522,10,"[0.09257272646763637, 0.08135655100535737, 0.09180153762863741, 0.0978295185485546, 0.10879944571579149, 0.11677223903229139, 0.11216219904465935, 0.10975122857673736, 0.11805421379543705, 0.10013339144808014]"
CCS potential,Methanol Production 2050,0.10011228375655166,0.10377269918660241,1600.0,0.28764721503045243,10,"[0.09163795724158835, 0.06527855404996578, 0.08331247703980199, 0.08973249474824053, 0.09564265036939233, 0.09159555538688732, 0.09732028366871677, 0.10377269918660241, 0.09371263789063111, 0.10011228375655166]"
Bunker navigation,Flexibility Capacity 2050,0.10002445719505974,0.13360422355561036,,1.377571591628342,10,"[0.10616995025016754, 0.05209324914265813, 0.12385542927720145, 0.10862768092054999, 0.13360422355561036, 0.12999248417472478, 0.11338348653205521, 0.08078113063371081, 0.0902715241833741, 0.10002445719505974]"
Wind offshore Costs,Electricity generation_Carrier_sum 2050 Solar PV,0.09986425139395204,0.12104916429172898,,0.8160532422393721,10,"[0.12104916429172898, 0.0855614823313377, 0.04927154090080622, 0.08947974160303897, 0.08846997928899329, 0.08269258388469156, 0.10041076850447579, 0.07539237468570235, 0.06698142950422421, 0.09986425139395204]"
Steel Production,techUseNet 2050 PNL04_01,0.09970302880552329,0.1096493200276799,4000.0,0.2564485531019134,10,"[0.08477018260766876, 0.08318224785221387, 0.08010474833913633, 0.10064749514730074, 0.09955126480330216, 0.1017089438635971, 0.09919786732023728, 0.09863786067010027, 0.1096493200276799, 0.09970302880552329]"
Steel Production,Methanol Production 2050,0.09969692812096294,0.09969692812096294,2400.0,0.5025797673396099,10,"[0.04799743952403361, 0.07211998151291941, 0.07675916237104068, 0.07786536626658043, 0.09538286102539313, 0.09010389661829653, 0.09280032663306423, 0.0877546542566911, 0.09440187380893163, 0.09969692812096294]"
WACC,Shedding Flexibility Capacity 2050,0.09954258933901715,0.10762892175917793,2800.0,0.32753930916247004,10,"[0.09119159613799697, 0.0647962072352114, 0.08450550804016764, 0.08035318021291973, 0.08107399985547685, 0.10762892175917793, 0.09792184095823561, 0.09344031009988703, 0.09620584401998192, 0.09954258933901715]"
Agriculture neGHG N2O,comPrices 2050 Ammonia,0.09936795127662448,0.4226359370696878,,4.359986396662066,10,"[0.07478451715232465, 0.08475265152196318, 0.3298624614268678, 0.10130024878800352, 0.07885018837601612, 0.4226359370696878, 0.03924058661973651, 0.06834608869221821, 0.025151254794467306, 0.09936795127662448]"
Wind offshore Potential,comPrices 2050 Bio Kerosene,0.09925698993801796,0.18677838893234397,,1.623417395080072,10,"[0.07254584775000769, 0.08074707422603239, 0.028762288862864933, 0.06913954010366191, 0.06621769818543687, 0.07433581866682354, 0.18677838893234397, 0.05299298355245275, 0.1390227148686967, 0.09925698993801796]"
Biomass Import Potential,techUseNet 2050 PNL04_01,0.09905177137786536,0.11066258033961127,,0.1491000136314962,10,"[0.08803428846986966, 0.08621165747363684, 0.08589691319786015, 0.09870414412656454, 0.09783426539993689, 0.10027063870192465, 0.10555079821951993, 0.10291941910039312, 0.11066258033961127, 0.09905177137786536]"
End-of-Life Emission Reduction,Methanol Production 2050,0.09891751882363467,0.10984265145535022,3600.0,0.17835873212588063,10,"[0.0771138852902903, 0.07444388009000369, 0.08760056999856744, 0.09321664825887338, 0.10984265145535022, 0.097477988561186, 0.10329584499816946, 0.08864659832845426, 0.09404870636917957, 0.09891751882363467]"
CO2 Cap,Methanol Production 2050,0.0987826093263441,0.10118440795799291,,0.41080741515493374,10,"[0.08230774678879622, 0.08351175828154224, 0.0717209215595744, 0.10118440795799291, 0.09387872809927414, 0.10013087469516439, 0.09431070563115536, 0.09695226924245032, 0.08856090130831296, 0.0987826093263441]"
