Parameter,Outcome,mu,mu_star,mu_star_conf,sigma,mu_star_norm,sigma_norm
Buildings demand,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_02,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_03,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Buildings demand,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Steel Production,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Chemical Production,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Passenger Cars,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Bunker aviation,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Bunker navigation,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_04,4.9999995,4.9999995,1.7495675317470437e-15,9.112518314015307e-16,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Solar PV Costs,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Solar PV Potential,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Nuclear Costs,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Nuclear Potential,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Biomass Import Price,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
CCS potential,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Flexibility Costs,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
LNG Import Price,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Weather Conditions,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
WACC,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_04,0.0,0.0,0.0,0.0,0.0,1.0
CO2 Cap,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Buildings demand,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Steel Production,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Chemical Production,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Passenger Cars,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Bunker aviation,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Bunker navigation,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_05,1.9999995000000006,1.9999995000000006,4.3739188293676093e-16,4.556259157007654e-16,1.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Solar PV Costs,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Solar PV Potential,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Nuclear Costs,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Nuclear Potential,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Biomass Import Price,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
CCS potential,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Flexibility Costs,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
LNG Import Price,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Weather Conditions,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
WACC,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_05,0.0,0.0,0.0,0.0,0.0,1.0
CO2 Cap,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_06,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_08,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 neE01_09,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 neE01_10,0.0,0.0,0.0,0.0,1.0,1.0
