Parameter,Outcome,mu,mu_star,mu_star_conf,sigma,mu_star_norm,sigma_norm
Flexibility Costs,comPrices 2050 Houses - Residential Flats,0.01292160000000005,0.018022349999999958,0.01215898812571634,0.034526893419859116,0.0164556653430805,0.01110598035313055
LNG Import Price,comPrices 2050 Houses - Residential Flats,0.01577302499999996,0.019325324999999956,0.027495756235567312,0.062296524050086656,0.01764537259826089,0.020038407850810066
Electricity Trade Price,comPrices 2050 Houses - Residential Flats,0.03452189999999999,0.040094099999999994,0.03722569369143896,0.08404157790275125,0.03660871594614494,0.02703295954501355
Weather Conditions,comPrices 2050 Houses - Residential Flats,0.56197875,0.56197875,0.7622148656156459,1.828746939984809,0.5131258820255251,0.5882379089060188
Electricity Trade Ratio,comPrices 2050 Houses - Residential Flats,0.026091750000000025,0.04167645000000001,0.02483284244939278,0.06813117340034512,0.03805351210511554,0.021915191268981858
Electricity Trade Volume,comPrices 2050 Houses - Residential Flats,-0.24836310000000003,0.3134502,0.4756590229230337,1.1723685917274551,0.28620194330493326,0.3771061122708322
WACC,comPrices 2050 Houses - Residential Flats,0.16567094999999998,0.16567094999999998,0.014414334900178608,0.0341785895069059,0.15126915803267768,0.010993944313075122
Bunker Emission Reduction,comPrices 2050 Houses - Residential Flats,0.034938750000000005,0.03540060000000002,0.01591813400383178,0.0388396075954824,0.032323222362469775,0.012493215466371018
End-of-Life Emission Reduction,comPrices 2050 Houses - Residential Flats,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,comPrices 2050 Houses - Residential Terrace,-0.22240529999999986,0.22804019999999992,0.33292402503231167,0.765969944342352,0.15680183937390155,0.18553628368825323
Buildings demand,comPrices 2050 Houses - Residential Terrace,0.07182854999999996,0.07182854999999996,0.03925633516455874,0.09950100622936056,0.04938975127876688,0.024101529120555267
Steel Production,comPrices 2050 Houses - Residential Terrace,0.021445650000000017,0.022352849999999994,0.01641223518605165,0.0372677258926965,0.015369956679782405,0.009027136658188432
Chemical Production,comPrices 2050 Houses - Residential Terrace,0.24493162500000004,0.25208467500000004,0.23305468325716472,0.659526701944458,0.17333496777310403,0.1597531785362758
Passenger Cars,comPrices 2050 Houses - Residential Terrace,0.008165925000000004,0.008556974999999975,0.006342830805100004,0.016800364454282228,0.005883828463036289,0.004069451038489532
Bunker aviation,comPrices 2050 Houses - Residential Terrace,0.02522174999999998,0.03352619999999997,0.03523482226870243,0.08437788416895126,0.023052820630824283,0.020438346399644113
Bunker navigation,comPrices 2050 Houses - Residential Terrace,0.07277482499999997,0.07396897499999998,0.06586196696839566,0.13889594956707274,0.05086152062926686,0.033643928841296224
Agriculture neGHG CH4,comPrices 2050 Houses - Residential Terrace,0.013470075000000008,0.016082174999999983,0.008384135136878837,0.022243810670951346,0.011058202111439007,0.005387984211961241
Agriculture neGHG N2O,comPrices 2050 Houses - Residential Terrace,0.0258714,0.029307899999999987,0.04138913291727862,0.10450874361715791,0.02015229169324693,0.02531452317010164
Wind offshore Costs,comPrices 2050 Houses - Residential Terrace,0.056259525,0.056259525,0.01786087913175398,0.04619225927533603,0.03868439425286419,0.011188872597956088
Wind offshore Potential,comPrices 2050 Houses - Residential Terrace,-0.8810610750000001,0.8810610750000001,1.425788277822017,3.2013359700200343,0.6058229959487279,0.7754403199527798
Solar PV Costs,comPrices 2050 Houses - Residential Terrace,0.002057624999999999,0.0031458749999999673,0.003330821565698291,0.00856412562881836,0.002163122933765045,0.0020744365414683895
Solar PV Potential,comPrices 2050 Houses - Residential Terrace,-0.039556125000000025,0.04751947499999999,0.06929774637080563,0.15388450379115287,0.03267468229760424,0.03727451600615339
Nuclear Costs,comPrices 2050 Houses - Residential Terrace,0.013780650000000005,0.017186849999999997,0.016097026769984292,0.03581777404449683,0.01181778341293921,0.008675923559777822
Nuclear Potential,comPrices 2050 Houses - Residential Terrace,-0.110888925,0.11147242499999999,0.15397757607838675,0.3917907982547062,0.07664912274006641,0.09490112403019141
Hydrogen Import Potential,comPrices 2050 Houses - Residential Terrace,-0.49249620000000005,0.4943548500000001,0.7710619045911005,2.0843393311199443,0.3399214251847229,0.50487695541799
Hydrogen Import Price,comPrices 2050 Houses - Residential Terrace,0.037391324999999996,0.037898775,0.027986256421943665,0.06048440478648735,0.026059430004085414,0.014650772877016618
Biomass Import Potential,comPrices 2050 Houses - Residential Terrace,-1.4541082499999998,1.45432095,1.7396863547517276,4.128410514190155,1.0,1.0
Biomass Import Price,comPrices 2050 Houses - Residential Terrace,0.0380805,0.0380805,0.018841661276957137,0.04311293733812454,0.026184385228033746,0.010442987001882913
Ammonia Import Potential,comPrices 2050 Houses - Residential Terrace,-0.10254847500000001,0.10254847500000001,0.11060420324558405,0.2694812543424122,0.07051296001752572,0.06527482027675116
Ammonia Import Price,comPrices 2050 Houses - Residential Terrace,0.020886449999999984,0.02091344999999998,0.02228405838066498,0.04642356239615827,0.01438021641646569,0.011244899759021395
CCS potential,comPrices 2050 Houses - Residential Terrace,-0.09877064999999996,0.11727854999999998,0.06278144859321473,0.1572509277608896,0.08064144988078455,0.03808994459741524
Flexibility Costs,comPrices 2050 Houses - Residential Terrace,0.01725307500000002,0.02406337500000003,0.019433588623538608,0.04609969033326611,0.016546124155056713,0.011166450180962491
LNG Import Price,comPrices 2050 Houses - Residential Terrace,0.019589850000000054,0.02433270000000006,0.0316042674768061,0.07676890964533889,0.016731313675980575,0.01859527035440616
Electricity Trade Price,comPrices 2050 Houses - Residential Terrace,0.04609335000000002,0.05353305000000006,0.04979327694518276,0.11221070573386528,0.036809653329961355,0.027180123039648098
Weather Conditions,comPrices 2050 Houses - Residential Terrace,0.7408971,0.7408971,0.9272132872920043,2.4062889517963053,0.5094453875535521,0.5828608718840869
Electricity Trade Ratio,comPrices 2050 Houses - Residential Terrace,0.03483675000000002,0.05564549999999997,0.03463692166365565,0.09096726974598872,0.038262186898978506,0.022034453558655662
Electricity Trade Volume,comPrices 2050 Houses - Residential Terrace,-0.3316087500000001,0.4185117000000001,0.5927299716605062,1.5653203688735273,0.28777121033703057,0.37915811993337745
WACC,comPrices 2050 Houses - Residential Terrace,0.22120020000000004,0.22120020000000004,0.01857493671492448,0.04563454368429341,0.15209861344567718,0.011053780511273904
Bunker Emission Reduction,comPrices 2050 Houses - Residential Terrace,0.046649549999999984,0.047266199999999994,0.021966331137862154,0.05185808266517281,0.032500528855064624,0.01256127085398277
End-of-Life Emission Reduction,comPrices 2050 Houses - Residential Terrace,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
WACC,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,comPrices 2050 Hydrogen HD,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
WACC,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,comPrices 2050 Hydrogen LD,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,comPrices 2050 Kerosene,0.7223515499999998,0.8994116999999999,1.5850829231017953,3.3121881626053207,0.1549809969172856,0.3344147585467725
Buildings demand,comPrices 2050 Kerosene,-1.4185993500000003,1.4930394000000002,2.189992883116224,5.524113281989885,0.25727120811168674,0.5577415649987018
Steel Production,comPrices 2050 Kerosene,-0.65860815,0.65860815,0.8683457197799581,1.6961522342913007,0.11348723578406769,0.17125184682832995
Chemical Production,comPrices 2050 Kerosene,-5.803367625,5.803367625,4.397590857634464,9.904431781057491,1.0,1.0
Passenger Cars,comPrices 2050 Kerosene,-0.24066525000000022,0.24066525000000022,0.3304180818437285,0.7359662286383784,0.0414699301425007,0.07430675932827714
Bunker aviation,comPrices 2050 Kerosene,0.602307,0.99736905,1.6553122801887212,3.7293168161163854,0.17186039459287228,0.3765301128378521
Bunker navigation,comPrices 2050 Kerosene,-1.41892905,1.7666573999999997,2.2676466673281923,5.73494631485266,0.3044193499632034,0.5790283018376591
Agriculture neGHG CH4,comPrices 2050 Kerosene,-0.17135977499999983,0.17135977499999983,0.33202047290771775,0.766344211018137,0.029527644304629043,0.07737386939085109
Agriculture neGHG N2O,comPrices 2050 Kerosene,-0.0017412749999999866,0.10857607500000002,0.11329921520059028,0.3086103397015347,0.018709149930855883,0.031158813198326103
Wind offshore Costs,comPrices 2050 Kerosene,-0.5487996749999999,0.686244525,0.8856930260935021,2.0162975262517895,0.11824936301532336,0.20357528536952682
Wind offshore Potential,comPrices 2050 Kerosene,3.2452227750000007,3.2628375750000003,2.947132958103185,7.0004483550722965,0.562231756772431,0.7067995933356676
Solar PV Costs,comPrices 2050 Kerosene,0.0005470499999999934,0.0005470499999999934,0.000955120691201871,0.0024464819741824902,9.426423334675327e-05,0.0002470088166856232
Solar PV Potential,comPrices 2050 Kerosene,-0.08815927499999998,0.08815927499999998,0.12047028709036627,0.2725328501938356,0.01519105469386837,0.027516252948004798
Nuclear Costs,comPrices 2050 Kerosene,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear Potential,comPrices 2050 Kerosene,1.4611180499999998,1.4611180499999998,2.223509633482009,5.524272304850037,0.2517707207976506,0.5577576207264474
Hydrogen Import Potential,comPrices 2050 Kerosene,0.93342855,0.9770224499999998,1.1370652661025369,2.5130625008863023,0.16835439578067393,0.25373111314599656
Hydrogen Import Price,comPrices 2050 Kerosene,1.4999999999432135e-06,1.4999999999432135e-06,3.0967205411278336e-06,6.708203932245412e-06,2.584706151444634e-07,6.772931633569373e-07
Biomass Import Potential,comPrices 2050 Kerosene,1.3282957499999999,1.3282957499999999,1.7156923653889176,3.8219711668402567,0.2288836130728492,0.38588495042692766
Biomass Import Price,comPrices 2050 Kerosene,0.10171860000000006,0.8253622499999999,0.8128131247662885,2.3346313444683156,0.14222125898839638,0.2357158286387882
Ammonia Import Potential,comPrices 2050 Kerosene,0.7367126249999998,0.7367126249999998,0.8901100449005045,2.1365282879414376,0.12694571025043408,0.21571437263343152
Ammonia Import Price,comPrices 2050 Kerosene,0.003436949999999994,0.003436949999999994,0.005822401620645842,0.015370507670535776,0.0005922337205029285,0.001551881825258498
CCS potential,comPrices 2050 Kerosene,1.6752764250000003,1.9554965249999998,2.289545395392782,5.18472398266767,0.3369589264991635,0.5234751571093258
Flexibility Costs,comPrices 2050 Kerosene,-0.10351320000000004,0.10476479999999992,0.16494978897809173,0.4658794472015264,0.018052414868341193,0.047037473476523324
LNG Import Price,comPrices 2050 Kerosene,0.799838025,0.799838025,1.6064443156921402,3.576984389778353,0.13782308423033945,0.3611498840972824
Electricity Trade Price,comPrices 2050 Kerosene,-0.4462245749999999,0.4462245749999999,0.6574304323359202,1.442592669815186,0.07689062693146204,0.14565122984381454
Weather Conditions,comPrices 2050 Kerosene,-1.0129873500000002,1.2170067,1.7991051011077803,4.430646954988952,0.20970698026389462,0.4473398427017985
Electricity Trade Ratio,comPrices 2050 Kerosene,-1.35328905,1.35328905,1.7680374106622925,4.172738171363481,0.23319030215667239,0.4213001072251274
Electricity Trade Volume,comPrices 2050 Kerosene,-0.32347244999999997,0.6189715499999999,0.9232675937821408,2.1993904805849103,0.10665730486098576,0.22206124785384532
WACC,comPrices 2050 Kerosene,0.09664875000000017,0.9897736499999997,0.9655583380396534,2.6773937156645182,0.17055160278597717,0.2703227984047616
Bunker Emission Reduction,comPrices 2050 Kerosene,-2.563836,2.563836,2.639243382402103,6.486961994070687,0.4417841787164052,0.654955492396564
End-of-Life Emission Reduction,comPrices 2050 Kerosene,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,comPrices 2050 LPG,-0.1374338250000001,1.1940872249999999,1.265385755923833,3.1163639598350796,0.23733014916779815,0.34820722748962
Buildings demand,comPrices 2050 LPG,-0.21871155,0.35328420000000005,0.36086564338769966,1.0017826741082865,0.07021680671998334,0.11193428366975604
Steel Production,comPrices 2050 LPG,0.0,0.0,0.0,0.0,0.0,0.0
Chemical Production,comPrices 2050 LPG,-0.0906380249999998,4.206595125,3.2212402746194995,8.949739447691325,0.8360794987190174,1.0
Passenger Cars,comPrices 2050 LPG,-0.16941059999999997,0.26512289999999994,0.4015973082501522,0.9733057495537214,0.05269435606330955,0.10875241175929377
Bunker aviation,comPrices 2050 LPG,-0.7525106250000001,0.844703175,1.3917362153947057,3.299731711484774,0.16788851461438484,0.3686958408980245
Bunker navigation,comPrices 2050 LPG,-3.1915598250000006,3.1915598250000006,3.429963372824329,7.499063310159901,0.6343367163526953,0.8379085619184544
Agriculture neGHG CH4,comPrices 2050 LPG,-0.527699775,0.8678690249999998,1.1761998653369619,2.6527092219318043,0.17249283038042848,0.29640072065071094
Agriculture neGHG N2O,comPrices 2050 LPG,-0.6662692499999999,0.6662692499999999,0.9286237249082184,2.377220452982324,0.13242397806275585,0.2656189564932588
Wind offshore Costs,comPrices 2050 LPG,-0.41281972499999997,0.41281972499999997,0.6140745757320143,1.4237105158147723,0.08204975722243357,0.1590784317393768
Wind offshore Potential,comPrices 2050 LPG,1.6914039000000003,1.6914039000000003,1.931314590573386,4.89311585678294,0.336174051179549,0.546732771985353
Solar PV Costs,comPrices 2050 LPG,0.0008001000000000258,0.0008001000000000258,0.0015551240820608815,0.003578155977595278,0.00015902343511728085,0.0003998056031137643
Solar PV Potential,comPrices 2050 LPG,0.2210007000000001,0.34753305,0.4899824134597798,1.3168399147510335,0.06907374006722153,0.14713723482650945
Nuclear Costs,comPrices 2050 LPG,0.012168375000000098,0.30191422499999987,0.44898971805581883,0.9802548630598018,0.06000679561338591,0.10952887162683472
Nuclear Potential,comPrices 2050 LPG,0.191273625,0.191273625,0.3415820751560668,0.8554016556056061,0.03801648405803478,0.09557838645529122
Hydrogen Import Potential,comPrices 2050 LPG,-1.236637875,1.236637875,1.8160762995844912,4.285591794545514,0.24578728018826176,0.47885101232204313
Hydrogen Import Price,comPrices 2050 LPG,-1.273507425,1.273507425,2.0956672621326136,4.673592094598492,0.2531152673051574,0.5222042632541768
Biomass Import Potential,comPrices 2050 LPG,3.1272681,3.72442815,2.9899979667106202,7.094510536007747,0.7402466669922263,0.7927058186970848
Biomass Import Price,comPrices 2050 LPG,-0.722289975,0.8643455249999998,1.3979444173173823,3.3939896737941457,0.17179251907729673,0.37922776340373343
Ammonia Import Potential,comPrices 2050 LPG,2.38854525,2.38854525,2.5885132670784934,6.127700117700111,0.47473399648550446,0.6846791634007638
Ammonia Import Price,comPrices 2050 LPG,0.825112875,0.825112875,1.302548269502367,3.2900184187353627,0.1639948553205741,0.3676105251962453
CCS potential,comPrices 2050 LPG,4.677493650000001,5.031333900000001,2.9008138406116255,7.414613022737082,1.0,0.8284725009117171
Flexibility Costs,comPrices 2050 LPG,0.143308575,0.143308575,0.29674696347595814,0.6323188558485444,0.028483216945708965,0.0706522083178251
LNG Import Price,comPrices 2050 LPG,-0.4083764249999999,0.4083764249999999,0.8415485941848149,1.8263148934166886,0.08116663157656856,0.20406347068436778
Electricity Trade Price,comPrices 2050 LPG,-1.1889283500000003,1.4708264999999998,1.394451927416908,3.3709444224486065,0.29233331145046837,0.3766528000229298
Weather Conditions,comPrices 2050 LPG,-0.88201365,1.33079145,2.111454098133276,4.7600635062440855,0.26450072216435483,0.5318661547707952
Electricity Trade Ratio,comPrices 2050 LPG,-1.60747635,1.6684656,2.279244080311787,5.035796175244239,0.3316149619885096,0.5626751711239228
Electricity Trade Volume,comPrices 2050 LPG,0.130695375,1.1180933249999998,1.4638281538360818,3.28516034408834,0.22222602340107056,0.36706770775721076
WACC,comPrices 2050 LPG,-1.5393144749999998,1.5393144749999998,1.811508630474351,4.510382220676073,0.30594560122515413,0.5039679922569781
Bunker Emission Reduction,comPrices 2050 LPG,-2.0735838749999997,2.3953221749999996,2.0610641526280866,5.173809365883092,0.4760809404837948,0.5780960882853107
End-of-Life Emission Reduction,comPrices 2050 LPG,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,comPrices 2050 Light-Duty Vehicles,-36.56570587500002,43.54919752500002,42.679674744722774,106.12032370152276,0.22464808455743307,0.20102985593953954
Buildings demand,comPrices 2050 Light-Duty Vehicles,14.439898275000001,28.009589175000002,9.829003843695288,34.49991656583143,0.14448717576924766,0.0653551837691549
Steel Production,comPrices 2050 Light-Duty Vehicles,11.718369900000003,23.52369765,8.69267740858701,33.072739346771165,0.12134675078104523,0.06265159956642635
Chemical Production,comPrices 2050 Light-Duty Vehicles,29.409532725,50.906852325,29.852256642196725,81.81154715511778,0.2626024706676694,0.15498033708455577
Passenger Cars,comPrices 2050 Light-Duty Vehicles,-4.177237349999999,21.05096925,10.250113256932874,31.321639544930402,0.10859120693039502,0.05933439011378733
Bunker aviation,comPrices 2050 Light-Duty Vehicles,-6.117606974999997,16.354587525000007,9.76611798520103,27.368351171550675,0.08436497042474814,0.05184544770890679
Bunker navigation,comPrices 2050 Light-Duty Vehicles,19.633178025000003,27.996778725000002,7.857273379758391,29.79451059347959,0.1444210931955523,0.05644146157377712
Agriculture neGHG CH4,comPrices 2050 Light-Duty Vehicles,-9.584107724999999,18.176449275000003,10.082577098736282,28.413275400492967,0.09376302539995178,0.05382490800345722
Agriculture neGHG N2O,comPrices 2050 Light-Duty Vehicles,1.496536799999999,20.268224549999996,10.124741278485423,33.174780253939254,0.10455342649938848,0.06284490154810554
Wind offshore Costs,comPrices 2050 Light-Duty Vehicles,1.9280227500000038,16.72564395,5.892450888057125,23.41586074867684,0.0862790611514745,0.04435801690773845
Wind offshore Potential,comPrices 2050 Light-Duty Vehicles,-111.983655,120.20867294999998,150.98426305217419,415.09291344548825,0.6200951948633731,0.7863344709178723
Solar PV Costs,comPrices 2050 Light-Duty Vehicles,-2.7926804250000035,12.822979425000003,6.824348775594155,20.672228057828615,0.06614720660448321,0.03916059510054964
Solar PV Potential,comPrices 2050 Light-Duty Vehicles,-0.14016839999999958,21.211934250000002,13.322696733403898,37.664928569865936,0.10942154321638581,0.07135084873722963
Nuclear Costs,comPrices 2050 Light-Duty Vehicles,14.799653925000005,31.267319325,11.3936280460341,41.72616671514799,0.16129214301996161,0.07904428662739788
Nuclear Potential,comPrices 2050 Light-Duty Vehicles,-13.059579224999998,28.121178675,11.349126037209283,37.181026257125296,0.1450628090496848,0.07043416464858447
Hydrogen Import Potential,comPrices 2050 Light-Duty Vehicles,-77.34097514999999,87.35722634999999,127.70279764643705,298.1350065595562,0.4506313476961734,0.564774355454979
Hydrogen Import Price,comPrices 2050 Light-Duty Vehicles,9.132702,19.853153699999996,13.094616051193185,32.905592125443256,0.10241228781699147,0.06233496293498568
Biomass Import Potential,comPrices 2050 Light-Duty Vehicles,-188.29257502500005,193.85519182500005,236.2424633504065,527.8833992371702,1.0,1.0
Biomass Import Price,comPrices 2050 Light-Duty Vehicles,-5.030715749999997,13.378248600000003,8.234408839725395,25.85648883131186,0.06901155689488586,0.04898143959191814
Ammonia Import Potential,comPrices 2050 Light-Duty Vehicles,-12.685556325000004,29.839200825,17.479307808525657,46.80320490487814,0.15392520852336472,0.08866201318797326
Ammonia Import Price,comPrices 2050 Light-Duty Vehicles,1.9164360749999978,2.9845673249999995,2.6178126001141293,7.0133751774661475,0.015395859646071663,0.013285841508941146
CCS potential,comPrices 2050 Light-Duty Vehicles,-17.209515075,33.704150025000004,15.82996750433639,44.303641236829726,0.17386250895681934,0.08392694542175734
Flexibility Costs,comPrices 2050 Light-Duty Vehicles,4.605696900000004,18.78339434999999,6.639841088337771,24.49153434052561,0.09689394528549139,0.04639572749572662
LNG Import Price,comPrices 2050 Light-Duty Vehicles,-9.195117075000004,22.245665625,15.646771783081372,45.102214765833565,0.11475403581185462,0.08543972936260079
Electricity Trade Price,comPrices 2050 Light-Duty Vehicles,0.5931212999999982,25.611787500000002,15.655336240699441,42.254828079181536,0.13211814065377558,0.08004576037102668
Weather Conditions,comPrices 2050 Light-Duty Vehicles,67.19881919999999,106.84622565,139.8573205778845,341.3021883575256,0.5511651488109427,0.6465484401493435
Electricity Trade Ratio,comPrices 2050 Light-Duty Vehicles,-3.006087,27.745333200000005,10.972824650882645,38.88051942185421,0.14312401405811562,0.07365361266908446
Electricity Trade Volume,comPrices 2050 Light-Duty Vehicles,-42.225911999999994,78.453204,106.64617193497031,233.44194894741446,0.4047000405891759,0.44222256143071553
WACC,comPrices 2050 Light-Duty Vehicles,26.120095725,27.977340825,7.443280411966131,19.78912482786723,0.14432082298964752,0.03748768166694378
Bunker Emission Reduction,comPrices 2050 Light-Duty Vehicles,-11.394023849999998,19.371995699999996,8.739395602899501,26.32787879477966,0.09993023925553556,0.04987442081494768
End-of-Life Emission Reduction,comPrices 2050 Light-Duty Vehicles,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,comPrices 2050 Machinery - Agriculture,-79.6518462,79.6518462,128.55786374819357,308.45656985553336,0.32215116187991116,0.42655365211726104
Buildings demand,comPrices 2050 Machinery - Agriculture,6.010080225,6.293674724999998,4.452935539077469,11.262684340365205,0.025454709738453995,0.015574766782489662
Steel Production,comPrices 2050 Machinery - Agriculture,2.2167399750000003,2.3052801749999996,1.6050041994423345,3.7048292549717172,0.00932368453796084,0.005123276997858078
Chemical Production,comPrices 2050 Machinery - Agriculture,23.160249225,28.811566274999997,29.433409110316553,76.67035330780249,0.1165281157170631,0.10602471274280496
Passenger Cars,comPrices 2050 Machinery - Agriculture,0.8290932749999985,0.9149708250000002,0.7719558641866128,2.0355067539121503,0.003700591115237338,0.002814830107840555
Bunker aviation,comPrices 2050 Machinery - Agriculture,2.788405350000003,2.8730857500000027,2.057259609605027,4.771743587808742,0.011620168981633936,0.0065986749943443565
Bunker navigation,comPrices 2050 Machinery - Agriculture,9.966327374999999,9.966327374999999,8.31920643453541,16.890754024941824,0.04030871971843654,0.023357624769437264
Agriculture neGHG CH4,comPrices 2050 Machinery - Agriculture,4.046596875,4.046596875,1.5120267312958269,3.379988653684609,0.016366423970482526,0.004674066449676597
Agriculture neGHG N2O,comPrices 2050 Machinery - Agriculture,6.260992874999999,6.2617262249999985,8.478370200386852,23.4103330540338,0.0253254943230388,0.03237331941464698
